pier_id,label,pier_type,x,y,x_rel,y_rel,symbol_x0,symbol_y0,symbol_x1,symbol_y1
VP05705,P3,SAP,1465.484924,1154.11145,0.434862,0.484107,1463.189941,1152.880127,1467.899902,1157.590088
VP05706,P4,SAP,1450.604919,1154.11145,0.430447,0.484107,1448.369995,1152.880127,1453.079956,1157.590088
VP05707,P5,SAP,1435.874939,1154.11145,0.426076,0.484107,1433.549927,1152.880127,1438.259888,1157.590088
VP05708,P6,SAP,1418.954895,1154.11145,0.421055,0.484107,1416.660034,1152.880127,1421.369995,1157.590088
VP05709,P7,SAP,1404.104919,1154.11145,0.416648,0.484107,1401.839966,1152.880127,1406.549927,1157.590088
VP05710,P8,SAP,1387.244934,1154.11145,0.411645,0.484107,1384.949951,1152.880127,1389.659912,1157.590088
VP05711,P9,SMP,1371.164856,1154.081543,0.406874,0.484095,1368.539917,1152.550049,1373.880005,1157.920166
VP05712,P10,SAP,1355.054871,1153.962158,0.402093,0.484045,1352.790039,1152.880127,1357.5,1157.590088
VP05713,P11,SAP,1338.194885,1154.082275,0.39709,0.484095,1335.900024,1152.880127,1340.609985,1157.590088
VP05714,P12,SAP,1323.404968,1153.992188,0.392702,0.484057,1321.079956,1152.880127,1325.789917,1157.590088
VP05715,P13,SAP,1306.484924,1153.992188,0.387681,0.484057,1304.189941,1152.880127,1308.899902,1157.590088
VP05716,P14,SAP,1291.634949,1154.022217,0.383274,0.48407,1289.369995,1152.880127,1294.079956,1157.590088
VP05717,P15,SAP,1276.81488,1154.022217,0.378877,0.48407,1274.579956,1152.880127,1279.289917,1157.590088
VP05718,P16,SAP,1264.09491,1154.022217,0.375102,0.48407,1261.829956,1152.880127,1266.539917,1157.590088
VP05719,P17,SAPEND,1253.444885,1154.052246,0.371942,0.484082,1252.109985,1152.25,1254.929932,1158.219971
VP05720,P1,SAPEND,1493.354919,1161.191528,0.443132,0.487077,1491.98999,1159.330078,1494.809937,1165.300049
VP05721,P2,SAP,1482.704895,1161.13147,0.439972,0.487052,1480.410034,1159.930176,1485.119995,1164.640137
VP05722,P3,SAP,1469.984924,1161.161499,0.436197,0.487064,1467.689941,1159.930176,1472.399902,1164.640137
VP05723,P4,SAP,1455.104919,1161.191528,0.431782,0.487077,1452.869995,1159.930176,1457.579956,1164.640137
VP05724,P5,SAP,1440.34491,1161.191528,0.427402,0.487077,1438.049927,1159.930176,1442.759888,1164.640137
VP05725,P6,SAP,1423.454895,1161.161499,0.42239,0.487064,1421.160034,1159.930176,1425.869995,1164.640137
VP05726,P7,SAP,1408.604919,1161.191528,0.417984,0.487077,1406.339966,1159.930176,1411.049927,1164.640137
VP05727,P8,SAP,1391.744934,1161.161499,0.412981,0.487064,1389.449951,1159.930176,1394.159912,1164.640137
VP05728,P9,SMP,1375.664856,1161.13147,0.408209,0.487052,1373.039917,1159.630127,1378.380005,1165.0
VP05729,P10,SAP,1359.554871,1161.012207,0.403429,0.487002,1357.290039,1159.930176,1362.0,1164.640137
VP05730,P11,SAP,1342.694885,1161.132324,0.398426,0.487052,1340.400024,1159.930176,1345.109985,1164.640137
VP05731,P12,SAP,1327.904968,1161.072266,0.394037,0.487027,1325.579956,1159.930176,1330.289917,1164.640137
VP05732,P13,SAP,1310.984924,1161.072266,0.389016,0.487027,1308.689941,1159.930176,1313.399902,1164.640137
VP05733,P14,SAP,1296.134949,1161.072266,0.38461,0.487027,1293.869995,1159.930176,1298.579956,1164.640137
VP05734,P15,SAP,1281.31488,1161.072266,0.380212,0.487027,1279.050049,1159.930176,1283.76001,1164.640137
VP05735,P16,SAP,1268.59491,1161.102295,0.376438,0.48704,1266.329956,1159.930176,1271.039917,1164.640137
VP05736,P17,SAPEND,1257.944885,1161.102295,0.373277,0.48704,1256.609985,1159.330078,1259.429932,1165.300049
VP05737,P1,SAPEND,1524.82489,1210.661499,0.45247,0.507828,1523.459961,1208.830078,1526.309937,1214.800049
VP05738,P2,SAP,1514.174866,1210.63147,0.44931,0.507815,1511.880005,1209.430176,1516.589966,1214.140137
VP05739,P3,SAP,1501.454895,1210.661499,0.445536,0.507828,1499.160034,1209.430176,1503.869995,1214.140137
VP05740,P4,SAP,1486.57489,1210.691528,0.44112,0.50784,1484.339966,1209.430176,1489.049927,1214.140137
VP05741,P5,SAP,1471.81488,1210.661499,0.43674,0.507828,1469.52002,1209.430176,1474.22998,1214.140137
VP05742,P6,SAP,1454.924866,1210.661499,0.431728,0.507828,1452.630005,1209.430176,1457.339966,1214.140137
VP05743,P7,SAP,1440.07489,1210.691528,0.427322,0.50784,1437.809937,1209.430176,1442.519897,1214.140137
VP05744,P8,SAP,1423.214905,1210.661499,0.422319,0.507828,1420.920044,1209.430176,1425.630005,1214.140137
VP05745,P9,SMP,1407.134949,1210.63147,0.417547,0.507815,1404.51001,1209.130127,1409.849976,1214.469971
VP05746,P10,SAP,1391.024963,1210.512207,0.412767,0.507765,1388.76001,1209.430176,1393.469971,1214.140137
VP05747,P11,SAP,1374.164856,1210.632324,0.407764,0.507816,1371.869995,1209.430176,1376.579956,1214.140137
VP05748,P12,SAP,1359.374939,1210.572266,0.403375,0.50779,1357.050049,1209.430176,1361.76001,1214.140137
VP05749,P13,SAP,1342.454895,1210.572266,0.398355,0.50779,1340.160034,1209.430176,1344.869995,1214.140137
VP05750,P14,SAP,1327.604919,1210.572266,0.393948,0.50779,1325.339966,1209.430176,1330.049927,1214.140137
VP05751,P15,SAP,1312.784851,1210.572266,0.38955,0.50779,1310.52002,1209.430176,1315.22998,1214.140137
VP05752,P16,SAP,1300.06488,1210.572266,0.385776,0.50779,1297.800049,1209.430176,1302.51001,1214.140137
VP05753,P17,SAPEND,1289.414856,1210.602295,0.382616,0.507803,1288.079956,1208.830078,1290.900024,1214.800049
VP05754,P1,SAPEND,1529.32489,1217.741577,0.453806,0.510798,1527.959961,1215.880127,1530.779907,1221.850098
VP05755,P2,SAP,1518.674866,1217.711548,0.450645,0.510785,1516.380005,1216.51001,1521.089966,1221.219971
VP05756,P3,SAP,1505.954895,1217.741577,0.446871,0.510798,1503.660034,1216.51001,1508.369995,1221.219971
VP05757,P4,SAP,1491.07489,1217.741577,0.442455,0.510798,1488.839966,1216.51001,1493.549927,1221.219971
VP05758,P5,SAP,1476.31488,1217.741577,0.438076,0.510798,1474.02002,1216.51001,1478.72998,1221.219971
VP05759,P6,SAP,1459.424866,1217.741577,0.433064,0.510798,1457.130005,1216.51001,1461.839966,1221.219971
VP05760,P7,SAP,1444.57489,1217.741577,0.428657,0.510798,1442.309937,1216.51001,1447.019897,1221.219971
VP05761,P8,SAP,1427.714905,1217.741577,0.423654,0.510798,1425.420044,1216.51001,1430.130005,1221.219971
VP05762,P9,SMP,1411.634949,1217.711548,0.418883,0.510785,1409.01001,1216.179932,1414.349976,1221.550049
VP05763,P10,SAP,1395.524963,1217.592285,0.414102,0.510735,1393.26001,1216.51001,1397.969971,1221.219971
VP05764,P11,SAP,1378.664856,1217.712158,0.409099,0.510785,1376.369995,1216.51001,1381.079956,1221.219971
VP05765,P12,SAP,1363.874939,1217.622314,0.404711,0.510748,1361.550049,1216.51001,1366.26001,1221.219971
VP05766,P13,SAP,1346.924866,1217.622314,0.399681,0.510748,1344.660034,1216.51001,1349.369995,1221.219971
VP05767,P14,SAP,1332.104919,1217.652222,0.395283,0.51076,1329.839966,1216.51001,1334.549927,1221.219971
VP05768,P15,SAP,1317.284851,1217.652222,0.390886,0.51076,1315.02002,1216.51001,1319.72998,1221.219971
VP05769,P16,SAP,1304.56488,1217.652222,0.387111,0.51076,1302.300049,1216.51001,1307.01001,1221.219971
VP05770,P17,SAPEND,1293.914856,1217.682251,0.383951,0.510773,1292.549927,1215.880127,1295.400024,1221.850098
VP05771,P1,SAPEND,1533.82489,1224.821533,0.455141,0.513767,1532.459961,1222.959961,1535.279907,1228.929932
VP05772,P2,SAP,1523.174866,1224.761597,0.451981,0.513742,1520.880005,1223.560059,1525.589966,1228.27002
VP05773,P3,SAP,1510.424866,1224.791626,0.448197,0.513755,1508.130005,1223.560059,1512.839966,1228.27002
VP05774,P4,SAP,1495.57489,1224.821533,0.443791,0.513767,1493.339966,1223.560059,1498.049927,1228.27002
VP05775,P5,SAP,1480.81488,1224.821533,0.439411,0.513767,1478.52002,1223.560059,1483.22998,1228.27002
VP05776,P6,SAP,1463.924866,1224.791626,0.434399,0.513755,1461.630005,1223.560059,1466.339966,1228.27002
VP05777,P7,SAP,1449.044861,1224.821533,0.429984,0.513767,1446.809937,1223.560059,1451.519897,1228.27002
VP05778,P8,SAP,1432.214905,1224.791626,0.42499,0.513755,1429.920044,1223.560059,1434.630005,1228.27002
VP05779,P9,SMP,1416.134949,1224.761597,0.420218,0.513742,1413.51001,1223.26001,1418.849976,1228.630127
VP05780,P10,SAP,1399.994934,1224.642212,0.415429,0.513692,1397.76001,1223.560059,1402.469971,1228.27002
VP05781,P11,SAP,1383.134949,1224.762207,0.410426,0.513743,1380.839966,1223.560059,1385.549927,1228.27002
VP05782,P12,SAP,1368.374939,1224.702148,0.406046,0.513717,1366.050049,1223.560059,1370.76001,1228.27002
VP05783,P13,SAP,1351.424866,1224.702148,0.401016,0.513717,1349.160034,1223.560059,1353.869995,1228.27002
VP05784,P14,SAP,1336.604919,1224.702148,0.396619,0.513717,1334.339966,1223.560059,1339.049927,1228.27002
VP05785,P15,SAP,1321.784851,1224.702148,0.392221,0.513717,1319.52002,1223.560059,1324.22998,1228.27002
VP05786,P16,SAP,1309.034851,1224.732178,0.388438,0.51373,1306.800049,1223.560059,1311.51001,1228.27002
VP05787,P17,SAPEND,1298.414856,1224.732178,0.385286,0.51373,1297.049927,1222.959961,1299.900024,1228.929932
VP05788,P1,SAPEND,1538.32489,1231.87146,0.456476,0.516725,1536.959961,1230.040039,1539.779907,1236.01001
VP05789,P2,SAP,1527.674866,1231.841431,0.453316,0.516712,1525.380005,1230.640137,1530.089966,1235.350098
VP05790,P3,SAP,1514.924866,1231.87146,0.449533,0.516725,1512.630005,1230.640137,1517.339966,1235.350098
VP05791,P4,SAP,1500.044861,1231.901489,0.445117,0.516737,1497.839966,1230.640137,1502.549927,1235.350098
VP05792,P5,SAP,1485.31488,1231.87146,0.440746,0.516725,1483.02002,1230.640137,1487.72998,1235.350098
VP05793,P6,SAP,1468.424866,1231.87146,0.435734,0.516725,1466.130005,1230.640137,1470.839966,1235.350098
VP05794,P7,SAP,1453.544861,1231.901489,0.431319,0.516737,1451.309937,1230.640137,1456.019897,1235.350098
VP05795,P8,SAP,1436.684875,1231.87146,0.426316,0.516725,1434.420044,1230.640137,1439.130005,1235.350098
VP05796,P9,SMP,1420.634949,1231.841431,0.421553,0.516712,1417.97998,1230.340088,1423.349976,1235.679932
VP05797,P10,SAP,1404.494934,1231.722168,0.416764,0.516662,1402.22998,1230.640137,1406.939941,1235.350098
VP05798,P11,SAP,1387.634949,1231.842285,0.411761,0.516712,1385.339966,1230.640137,1390.049927,1235.350098
VP05799,P12,SAP,1372.874939,1231.782227,0.407381,0.516687,1370.550049,1230.640137,1375.26001,1235.350098
VP05800,P13,SAP,1355.924866,1231.782227,0.402352,0.516687,1353.660034,1230.640137,1358.369995,1235.350098
VP05801,P14,SAP,1341.104919,1231.782227,0.397954,0.516687,1338.839966,1230.640137,1343.549927,1235.350098
VP05802,P15,SAP,1326.284851,1231.782227,0.393556,0.516687,1324.02002,1230.640137,1328.72998,1235.350098
VP05803,P16,SAP,1313.534851,1231.782227,0.389773,0.516687,1311.300049,1230.640137,1316.01001,1235.350098
VP05804,P17,SAPEND,1302.914856,1231.812256,0.386622,0.5167,1301.549927,1230.040039,1304.369995,1236.01001
VP05805,P1,SAPEND,1542.82489,1238.951538,0.457812,0.519694,1541.459961,1237.090088,1544.279907,1243.060059
VP05806,P2,SAP,1532.174866,1238.921509,0.454651,0.519682,1529.880005,1237.719971,1534.589966,1242.429932
VP05807,P3,SAP,1519.424866,1238.951538,0.450868,0.519694,1517.130005,1237.719971,1521.839966,1242.429932
VP05808,P4,SAP,1504.544861,1238.951538,0.446452,0.519694,1502.309937,1237.719971,1507.019897,1242.429932
VP05809,P5,SAP,1489.81488,1238.951538,0.442082,0.519694,1487.52002,1237.719971,1492.22998,1242.429932
VP05810,P6,SAP,1472.924866,1238.951538,0.43707,0.519694,1470.630005,1237.719971,1475.339966,1242.429932
VP05811,P7,SAP,1458.044861,1238.951538,0.432654,0.519694,1455.809937,1237.719971,1460.519897,1242.429932
VP05812,P8,SAP,1441.184875,1238.951538,0.427651,0.519694,1438.920044,1237.719971,1443.630005,1242.429932
VP05813,P9,SMP,1425.134949,1238.921509,0.422889,0.519682,1422.47998,1237.390137,1427.849976,1242.76001
VP05814,P10,SAP,1408.994934,1238.802246,0.418099,0.519632,1406.72998,1237.719971,1411.439941,1242.429932
VP05815,P11,SAP,1392.134949,1238.922241,0.413096,0.519682,1389.839966,1237.719971,1394.549927,1242.429932
VP05816,P12,SAP,1377.34491,1238.832275,0.408708,0.519644,1375.02002,1237.719971,1379.72998,1242.429932
VP05817,P13,SAP,1360.424866,1238.832275,0.403687,0.519644,1358.130005,1237.719971,1362.839966,1242.429932
VP05818,P14,SAP,1345.57489,1238.862305,0.39928,0.519657,1343.339966,1237.719971,1348.049927,1242.429932
VP05819,P15,SAP,1330.784851,1238.862305,0.394892,0.519657,1328.52002,1237.719971,1333.22998,1242.429932
VP05820,P16,SAP,1318.034851,1238.862305,0.391108,0.519657,1315.77002,1237.719971,1320.47998,1242.429932
VP05821,P17,SAPEND,1307.414856,1238.862305,0.387957,0.519657,1306.049927,1237.090088,1308.869995,1243.060059
VP05822,P1,SAPEND,1547.32489,1246.031616,0.459147,0.522664,1545.959961,1244.170166,1548.779907,1250.140137
VP05823,P2,SAP,1536.674866,1245.971558,0.455987,0.522639,1534.380005,1244.77002,1539.089966,1249.47998
VP05824,P3,SAP,1523.924866,1246.001587,0.452203,0.522652,1521.630005,1244.77002,1526.339966,1249.47998
VP05825,P4,SAP,1509.044861,1246.031616,0.447788,0.522664,1506.809937,1244.77002,1511.519897,1249.47998
VP05826,P5,SAP,1494.31488,1246.031616,0.443417,0.522664,1492.02002,1244.77002,1496.72998,1249.47998
VP05827,P6,SAP,1477.424866,1246.001587,0.438405,0.522652,1475.099976,1244.77002,1479.809937,1249.47998
VP05828,P7,SAP,1462.544861,1246.031616,0.43399,0.522664,1460.309937,1244.77002,1465.019897,1249.47998
VP05829,P8,SAP,1445.684875,1246.001587,0.428987,0.522652,1443.420044,1244.77002,1448.130005,1249.47998
VP05830,P9,SMP,1429.634949,1245.971558,0.424224,0.522639,1426.97998,1244.469971,1432.349976,1249.840088
VP05831,P10,SAP,1413.494934,1245.852295,0.419435,0.522589,1411.22998,1244.77002,1415.939941,1249.47998
VP05832,P11,SAP,1396.634949,1245.972168,0.414432,0.522639,1394.339966,1244.77002,1399.049927,1249.47998
VP05833,P12,SAP,1381.84491,1245.912231,0.410043,0.522614,1379.52002,1244.77002,1384.22998,1249.47998
VP05834,P13,SAP,1364.924866,1245.912231,0.405022,0.522614,1362.630005,1244.77002,1367.339966,1249.47998
VP05835,P14,SAP,1350.07489,1245.912231,0.400616,0.522614,1347.839966,1244.77002,1352.549927,1249.47998
VP05836,P15,SAP,1335.254944,1245.912231,0.396218,0.522614,1333.02002,1244.77002,1337.72998,1249.47998
VP05837,P16,SAP,1322.534851,1245.942261,0.392444,0.522627,1320.27002,1244.77002,1324.97998,1249.47998
VP05838,P17,SAPEND,1311.914856,1245.942261,0.389292,0.522627,1310.549927,1244.170166,1313.369995,1250.140137
VP05839,P1,SAPEND,1551.794861,1253.081543,0.460473,0.525621,1550.429932,1251.25,1553.279907,1257.219971
VP05840,P2,SAP,1541.144958,1253.051636,0.457313,0.525609,1538.849976,1251.850098,1543.559937,1256.560059
VP05841,P3,SAP,1528.424866,1253.081543,0.453539,0.525621,1526.130005,1251.850098,1530.839966,1256.560059
VP05842,P4,SAP,1513.544861,1253.11145,0.449123,0.525634,1511.309937,1251.850098,1516.019897,1256.560059
VP05843,P5,SAP,1498.81488,1253.081543,0.444752,0.525621,1496.48999,1251.850098,1501.199951,1256.560059
VP05844,P6,SAP,1481.924866,1253.081543,0.43974,0.525621,1479.599976,1251.850098,1484.309937,1256.560059
VP05845,P7,SAP,1467.044861,1253.11145,0.435325,0.525634,1464.809937,1251.850098,1469.519897,1256.560059
VP05846,P8,SAP,1450.184875,1253.081543,0.430322,0.525621,1447.890015,1251.850098,1452.599976,1256.560059
VP05847,P9,SMP,1434.134949,1253.051636,0.425559,0.525609,1431.47998,1251.550049,1436.849976,1256.890137
VP05848,P10,SAP,1417.994934,1252.932251,0.42077,0.525559,1415.72998,1251.850098,1420.439941,1256.560059
VP05849,P11,SAP,1401.134949,1253.052246,0.415767,0.525609,1398.839966,1251.850098,1403.549927,1256.560059
VP05850,P12,SAP,1386.34491,1252.992188,0.411378,0.525584,1384.02002,1251.850098,1388.72998,1256.560059
VP05851,P13,SAP,1369.424866,1252.992188,0.406358,0.525584,1367.130005,1251.850098,1371.839966,1256.560059
VP05852,P14,SAP,1354.57489,1252.992188,0.401951,0.525584,1352.309937,1251.850098,1357.019897,1256.560059
VP05853,P15,SAP,1339.754944,1252.992188,0.397553,0.525584,1337.52002,1251.850098,1342.22998,1256.560059
VP05854,P16,SAP,1327.034851,1252.992188,0.393779,0.525584,1324.77002,1251.850098,1329.47998,1256.560059
VP05855,P17,SAPEND,1316.384949,1253.022217,0.390619,0.525597,1315.049927,1251.25,1317.869995,1257.219971
VP05856,P1,SAPEND,1556.294861,1260.161499,0.461809,0.528591,1554.929932,1258.300049,1557.779907,1264.27002
VP05857,P2,SAP,1545.644958,1260.13147,0.458648,0.528579,1543.349976,1258.930176,1548.059937,1263.640137
VP05858,P3,SAP,1532.924866,1260.161499,0.454874,0.528591,1530.630005,1258.930176,1535.339966,1263.640137
VP05859,P4,SAP,1518.044861,1260.161499,0.450458,0.528591,1515.809937,1258.930176,1520.519897,1263.640137
VP05860,P5,SAP,1503.31488,1260.161499,0.446088,0.528591,1500.98999,1258.930176,1505.699951,1263.640137
VP05861,P6,SAP,1486.394958,1260.161499,0.441067,0.528591,1484.099976,1258.930176,1488.809937,1263.640137
VP05862,P7,SAP,1471.544861,1260.161499,0.43666,0.528591,1469.280029,1258.930176,1473.98999,1263.640137
VP05863,P8,SAP,1454.684875,1260.161499,0.431657,0.528591,1452.390015,1258.930176,1457.099976,1263.640137
VP05864,P9,SMP,1438.604919,1260.13147,0.426886,0.528579,1435.97998,1258.600098,1441.319946,1263.969971
VP05865,P10,SAP,1422.494934,1260.012207,0.422105,0.528529,1420.22998,1258.930176,1424.939941,1263.640137
VP05866,P11,SAP,1405.634949,1260.132324,0.417102,0.528579,1403.339966,1258.930176,1408.049927,1263.640137
VP05867,P12,SAP,1390.84491,1260.042236,0.412714,0.528541,1388.52002,1258.930176,1393.22998,1263.640137
VP05868,P13,SAP,1373.924866,1260.042236,0.407693,0.528541,1371.630005,1258.930176,1376.339966,1263.640137
VP05869,P14,SAP,1359.07489,1260.072266,0.403286,0.528554,1356.809937,1258.930176,1361.519897,1263.640137
VP05870,P15,SAP,1344.254944,1260.072266,0.398889,0.528554,1341.98999,1258.930176,1346.699951,1263.640137
VP05871,P16,SAP,1331.534851,1260.072266,0.395114,0.528554,1329.27002,1258.930176,1333.97998,1263.640137
VP05872,P17,SAPEND,1320.884949,1260.072266,0.391954,0.528554,1319.549927,1258.300049,1322.369995,1264.27002
VP05873,P1,SAPEND,1560.794861,1267.241577,0.463144,0.531561,1559.429932,1265.380127,1562.25,1271.350098
VP05874,P2,SAP,1550.144958,1267.181519,0.459984,0.531536,1547.849976,1265.97998,1552.559937,1270.689941
VP05875,P3,SAP,1537.424866,1267.211548,0.456209,0.531548,1535.130005,1265.97998,1539.839966,1270.689941
VP05876,P4,SAP,1522.544861,1267.241577,0.451794,0.531561,1520.309937,1265.97998,1525.019897,1270.689941
VP05877,P5,SAP,1507.784851,1267.241577,0.447414,0.531561,1505.48999,1265.97998,1510.199951,1270.689941
VP05878,P6,SAP,1490.894958,1267.211548,0.442402,0.531548,1488.599976,1265.97998,1493.309937,1270.689941
VP05879,P7,SAP,1476.044861,1267.241577,0.437996,0.531561,1473.780029,1265.97998,1478.48999,1270.689941
VP05880,P8,SAP,1459.184875,1267.211548,0.432993,0.531548,1456.890015,1265.97998,1461.599976,1270.689941
VP05881,P9,SMP,1443.104919,1267.181519,0.428221,0.531536,1440.47998,1265.679932,1445.819946,1271.050049
VP05882,P10,SAP,1426.994934,1267.062256,0.423441,0.531486,1424.72998,1265.97998,1429.439941,1270.689941
VP05883,P11,SAP,1410.134949,1267.182251,0.418438,0.531536,1407.839966,1265.97998,1412.549927,1270.689941
VP05884,P12,SAP,1395.34491,1267.122314,0.414049,0.531511,1393.02002,1265.97998,1397.72998,1270.689941
VP05885,P13,SAP,1378.424866,1267.122314,0.409028,0.531511,1376.130005,1265.97998,1380.839966,1270.689941
VP05886,P14,SAP,1363.57489,1267.122314,0.404622,0.531511,1361.309937,1265.97998,1366.019897,1270.689941
VP05887,P15,SAP,1348.754944,1267.122314,0.400224,0.531511,1346.48999,1265.97998,1351.199951,1270.689941
VP05888,P16,SAP,1336.034851,1267.152222,0.39645,0.531524,1333.77002,1265.97998,1338.47998,1270.689941
VP05889,P17,SAPEND,1325.384949,1267.152222,0.393289,0.531524,1324.049927,1265.380127,1326.869995,1271.350098
VP05890,P1,SAPEND,1565.294861,1274.291626,0.464479,0.534518,1563.929932,1272.459961,1566.75,1278.429932
VP05891,P2,SAP,1554.644958,1274.261597,0.461319,0.534506,1552.349976,1273.060059,1557.059937,1277.77002
VP05892,P3,SAP,1541.924866,1274.291626,0.457544,0.534518,1539.599976,1273.060059,1544.309937,1277.77002
VP05893,P4,SAP,1527.044861,1274.321533,0.453129,0.534531,1524.809937,1273.060059,1529.519897,1277.77002
VP05894,P5,SAP,1512.284851,1274.291626,0.448749,0.534518,1509.98999,1273.060059,1514.699951,1277.77002
VP05895,P6,SAP,1495.394958,1274.291626,0.443737,0.534518,1493.099976,1273.060059,1497.809937,1277.77002
VP05896,P7,SAP,1480.514954,1274.321533,0.439322,0.534531,1478.280029,1273.060059,1482.98999,1277.77002
VP05897,P8,SAP,1463.684875,1274.291626,0.434328,0.534518,1461.390015,1273.060059,1466.099976,1277.77002
VP05898,P9,SMP,1447.604919,1274.261597,0.429556,0.534506,1444.97998,1272.76001,1450.319946,1278.100098
VP05899,P10,SAP,1431.464905,1274.142212,0.424767,0.534456,1429.22998,1273.060059,1433.939941,1277.77002
VP05900,P11,SAP,1414.604919,1274.262207,0.419764,0.534506,1412.339966,1273.060059,1417.049927,1277.77002
VP05901,P12,SAP,1399.84491,1274.202148,0.415384,0.534481,1397.52002,1273.060059,1402.22998,1277.77002
VP05902,P13,SAP,1382.894958,1274.202148,0.410355,0.534481,1380.630005,1273.060059,1385.339966,1277.77002
VP05903,P14,SAP,1368.07489,1274.202148,0.405957,0.534481,1365.809937,1273.060059,1370.519897,1277.77002
VP05904,P15,SAP,1353.254944,1274.202148,0.401559,0.534481,1350.98999,1273.060059,1355.699951,1277.77002
VP05905,P16,SAP,1340.534851,1274.202148,0.397785,0.534481,1338.27002,1273.060059,1342.97998,1277.77002
VP05906,P17,SAPEND,1329.884949,1274.232178,0.394625,0.534493,1328.52002,1272.459961,1331.369995,1278.429932
VP05907,P1,SAPEND,1569.794861,1281.37146,0.465814,0.537488,1568.429932,1279.51001,1571.25,1285.47998
VP05908,P2,SAP,1559.144958,1281.341431,0.462654,0.537475,1556.849976,1280.140137,1561.559937,1284.850098
VP05909,P3,SAP,1546.394958,1281.37146,0.458871,0.537488,1544.099976,1280.140137,1548.809937,1284.850098
VP05910,P4,SAP,1531.514954,1281.37146,0.454455,0.537488,1529.309937,1280.140137,1534.019897,1284.850098
VP05911,P5,SAP,1516.784851,1281.37146,0.450085,0.537488,1514.48999,1280.140137,1519.199951,1284.850098
VP05912,P6,SAP,1499.894958,1281.37146,0.445073,0.537488,1497.599976,1280.140137,1502.309937,1284.850098
VP05913,P7,SAP,1485.014954,1281.37146,0.440657,0.537488,1482.780029,1280.140137,1487.48999,1284.850098
VP05914,P8,SAP,1468.184875,1281.37146,0.435663,0.537488,1465.890015,1280.140137,1470.599976,1284.850098
VP05915,P9,SMP,1452.104919,1281.341431,0.430892,0.537475,1449.449951,1279.810059,1454.819946,1285.179932
VP05916,P10,SAP,1435.964905,1281.222168,0.426102,0.537425,1433.699951,1280.140137,1438.409912,1284.850098
VP05917,P11,SAP,1419.104919,1281.342285,0.421099,0.537476,1416.809937,1280.140137,1421.519897,1284.850098
VP05918,P12,SAP,1404.34491,1281.252197,0.41672,0.537438,1402.02002,1280.140137,1406.72998,1284.850098
VP05919,P13,SAP,1387.394958,1281.252197,0.41169,0.537438,1385.130005,1280.140137,1389.839966,1284.850098
VP05920,P14,SAP,1372.57489,1281.282227,0.407292,0.537451,1370.309937,1280.140137,1375.019897,1284.850098
VP05921,P15,SAP,1357.754944,1281.282227,0.402895,0.537451,1355.48999,1280.140137,1360.199951,1284.850098
VP05922,P16,SAP,1345.004944,1281.282227,0.399111,0.537451,1342.77002,1280.140137,1347.47998,1284.850098
VP05923,P17,SAPEND,1334.384949,1281.282227,0.39596,0.537451,1333.02002,1279.51001,1335.869995,1285.47998
VP05924,P1,SAPEND,1574.294861,1288.451538,0.46715,0.540458,1572.929932,1286.590088,1575.75,1292.560059
VP05925,P2,SAP,1563.644958,1288.391479,0.46399,0.540433,1561.349976,1287.190186,1566.059937,1291.900146
VP05926,P3,SAP,1550.894958,1288.421509,0.460206,0.540445,1548.599976,1287.190186,1553.309937,1291.900146
VP05927,P4,SAP,1536.014954,1288.451538,0.455791,0.540458,1533.780029,1287.190186,1538.48999,1291.900146
VP05928,P5,SAP,1521.284851,1288.451538,0.45142,0.540458,1518.98999,1287.190186,1523.699951,1291.900146
VP05929,P6,SAP,1504.394958,1288.421509,0.446408,0.540445,1502.099976,1287.190186,1506.809937,1291.900146
VP05930,P7,SAP,1489.514954,1288.451538,0.441993,0.540458,1487.280029,1287.190186,1491.98999,1291.900146
VP05931,P8,SAP,1472.654846,1288.421509,0.43699,0.540445,1470.390015,1287.190186,1475.099976,1291.900146
VP05932,P9,SMP,1456.604919,1288.391479,0.432227,0.540433,1453.949951,1286.890137,1459.319946,1292.26001
VP05933,P10,SAP,1440.464905,1288.272217,0.427438,0.540383,1438.199951,1287.190186,1442.909912,1291.900146
VP05934,P11,SAP,1423.604919,1288.392212,0.422435,0.540433,1421.309937,1287.190186,1426.019897,1291.900146
VP05935,P12,SAP,1408.81488,1288.332275,0.418046,0.540408,1406.52002,1287.190186,1411.22998,1291.900146
VP05936,P13,SAP,1391.894958,1288.332275,0.413025,0.540408,1389.599976,1287.190186,1394.309937,1291.900146
VP05937,P14,SAP,1377.07489,1288.332275,0.408628,0.540408,1374.809937,1287.190186,1379.519897,1291.900146
VP05938,P15,SAP,1362.254944,1288.332275,0.40423,0.540408,1359.98999,1287.190186,1364.699951,1291.900146
VP05939,P16,SAP,1349.504944,1288.362305,0.400447,0.54042,1347.23999,1287.190186,1351.949951,1291.900146
VP05940,P17,SAPEND,1338.884949,1288.362305,0.397295,0.54042,1337.52002,1286.590088,1340.339966,1292.560059
VP05941,P1,SAPEND,1578.794861,1295.501587,0.468485,0.543415,1577.429932,1293.670166,1580.25,1299.640137
VP05942,P2,SAP,1568.144958,1295.471558,0.465325,0.543402,1565.849976,1294.27002,1570.559937,1298.97998
VP05943,P3,SAP,1555.394958,1295.501587,0.461542,0.543415,1553.099976,1294.27002,1557.809937,1298.97998
