block_number,row,tracker,pier_label,pier_type,x,y,x_rel,y_rel
1,107,3,P11,SAP,1409.864929,1663.122253,0.418358,0.697618
1,107,3,P12,SAP,1395.134949,1663.062256,0.413987,0.697593
1,107,3,P13,SAP,1378.154968,1663.062256,0.408948,0.697593
1,107,3,P14,SAP,1363.364929,1663.092224,0.404559,0.697606
1,107,3,P15,SAP,1348.544861,1663.032227,0.400162,0.697581
1,107,3,P16,SAP,1335.82489,1663.002197,0.396387,0.697568
1,107,3,P17,SAPEND,1325.204895,1663.002197,0.393236,0.697568
1,108,1,P1,HAP,2049.734863,1656.131531,0.60823,0.694686
1,108,1,P2,HAP,2039.0849,1656.131531,0.60507,0.694686
1,108,1,P3,HAP,2026.364929,1656.131531,0.601295,0.694686
1,108,1,P4,HAP,2013.614929,1656.131531,0.597512,0.694686
1,108,1,P5,HAP,1998.82489,1656.131531,0.593123,0.694686
1,108,2,P1,HAP,1808.32489,1656.131531,0.536595,0.694686
1,108,2,P2,HAP,1797.674866,1656.131531,0.533435,0.694686
1,108,2,P3,HAP,1784.924866,1656.131531,0.529651,0.694686
1,108,2,P4,HAP,1772.204895,1656.131531,0.525877,0.694686
1,108,2,P5,HAP,1757.384949,1656.131531,0.521479,0.694686
1,109,1,P1,SAPE,2044.454895,1648.991516,0.606663,0.691691
1,109,1,P2,SAPE,2033.8349,1649.021484,0.603512,0.691704
1,109,1,P3,SAP,2021.0849,1649.021484,0.599728,0.691704
1,109,1,P4,SAP,2006.234924,1649.021484,0.595322,0.691704
1,109,1,P5,SAP,1991.444885,1649.051514,0.590933,0.691716
1,109,1,P6,SAP,1974.5849,1649.021484,0.58593,0.691704
1,109,1,P7,SAP,1959.704895,1649.051514,0.581515,0.691716
1,109,1,P8,SAP,1942.874939,1649.081543,0.576521,0.691729
1,109,1,P9,SMP,1926.734924,1649.051514,0.571731,0.691716
1,109,1,P10,SAP,1910.684875,1648.872253,0.566969,0.691641
1,109,1,P11,SAP,1893.764954,1648.992249,0.561948,0.691691
1,109,1,P12,SAP,1879.034851,1648.932251,0.557577,0.691666
1,109,1,P13,SAP,1862.054871,1648.932251,0.552539,0.691666
1,109,1,P14,SAP,1847.264954,1648.962219,0.54815,0.691679
1,109,1,P15,SAP,1832.444885,1648.902222,0.543752,0.691654
1,109,1,P16,SAP,1819.694885,1648.872253,0.539969,0.691641
1,109,1,P17,SAPEND,1809.07489,1648.872253,0.536817,0.691641
1,109,2,P1,SAPEND,1803.5849,1649.021484,0.535188,0.691704
1,109,2,P2,SAP,1792.934875,1648.961548,0.532028,0.691679
1,109,2,P3,SAP,1780.184875,1648.991516,0.528245,0.691691
1,109,2,P4,SAP,1765.304871,1649.021484,0.523829,0.691704
1,109,2,P5,SAP,1750.57489,1648.991516,0.519458,0.691691
1,109,2,P6,SAP,1733.684875,1648.991516,0.514447,0.691691
1,109,2,P7,SAP,1718.804871,1649.021484,0.510031,0.691704
1,109,2,P8,SAP,1701.944885,1648.991516,0.505028,0.691691
1,109,2,P9,SMP,1685.894958,1648.961548,0.500266,0.691679
1,109,2,P10,SAP,1669.754944,1648.842224,0.495476,0.691628
1,109,2,P11,SAP,1652.894958,1648.962219,0.490473,0.691679
1,109,2,P12,SAP,1638.104919,1648.902222,0.486085,0.691654
1,109,2,P13,SAP,1621.184875,1648.902222,0.481064,0.691654
1,109,2,P14,SAP,1606.364929,1648.902222,0.476666,0.691654
1,109,2,P15,SAP,1591.544861,1648.902222,0.472269,0.691654
1,109,2,P16,SAP,1578.794861,1648.932251,0.468485,0.691666
1,109,2,P17,SAPEND,1568.174866,1648.932251,0.465334,0.691666
1,110,1,P1,SAPE,2039.954895,1641.941528,0.605328,0.688734
1,110,1,P2,SAPE,2029.3349,1641.971558,0.602177,0.688746
1,110,1,P3,SAP,2016.5849,1641.941528,0.598393,0.688734
1,110,1,P4,SAP,2001.734924,1641.971558,0.593987,0.688746
1,110,1,P5,SAP,1986.944885,1641.971558,0.589598,0.688746
1,110,1,P6,SAP,1970.0849,1641.971558,0.584595,0.688746
1,110,1,P7,SAP,1955.204895,1642.001526,0.580179,0.688759
1,110,1,P8,SAP,1938.374939,1642.001526,0.575185,0.688759
1,110,1,P9,SMP,1922.234924,1642.001526,0.570396,0.688759
1,110,1,P10,SAP,1906.184875,1641.792236,0.565633,0.688671
1,110,1,P11,SAP,1889.264954,1641.912231,0.560613,0.688722
1,110,1,P12,SAP,1874.534851,1641.852234,0.556242,0.688696
1,110,1,P13,SAP,1857.554871,1641.852234,0.551203,0.688696
1,110,1,P14,SAP,1842.764954,1641.882202,0.546815,0.688709
1,110,1,P15,SAP,1827.944885,1641.822205,0.542417,0.688684
1,110,1,P16,SAP,1815.194885,1641.792236,0.538633,0.688671
1,110,1,P17,SAPEND,1804.57489,1641.792236,0.535482,0.688671
1,110,2,P1,SAPEND,1799.0849,1641.941528,0.533853,0.688734
1,110,2,P2,SAP,1788.434875,1641.911499,0.530693,0.688721
1,110,2,P3,SAP,1775.684875,1641.941528,0.526909,0.688734
1,110,2,P4,SAP,1760.8349,1641.941528,0.522503,0.688734
1,110,2,P5,SAP,1746.07489,1641.941528,0.518123,0.688734
1,110,2,P6,SAP,1729.184875,1641.941528,0.513111,0.688734
1,110,2,P7,SAP,1714.304871,1641.941528,0.508696,0.688734
1,110,2,P8,SAP,1697.474915,1641.941528,0.503702,0.688734
1,110,2,P9,SMP,1681.394958,1641.911499,0.49893,0.688721
1,110,2,P10,SAP,1665.254944,1641.792236,0.494141,0.688671
1,110,2,P11,SAP,1648.394958,1641.912231,0.489138,0.688722
1,110,2,P12,SAP,1633.634949,1641.822205,0.484758,0.688684
1,110,2,P13,SAP,1616.684875,1641.822205,0.479728,0.688684
1,110,2,P14,SAP,1601.864929,1641.852234,0.475331,0.688696
1,110,2,P15,SAP,1587.044861,1641.852234,0.470933,0.688696
1,110,2,P16,SAP,1574.294861,1641.852234,0.46715,0.688696
1,110,2,P17,SAPEND,1563.674866,1641.852234,0.463998,0.688696
1,111,1,P1,SAPE,2035.454895,1634.861511,0.603993,0.685764
1,111,1,P2,SAPE,2024.8349,1634.891479,0.600841,0.685777
1,111,1,P3,SAP,2012.0849,1634.861511,0.597058,0.685764
1,111,1,P4,SAP,1997.264954,1634.891479,0.59266,0.685777
1,111,1,P5,SAP,1982.444885,1634.891479,0.588263,0.685777
1,111,1,P6,SAP,1965.5849,1634.891479,0.58326,0.685777
1,111,1,P7,SAP,1950.704895,1634.921509,0.578844,0.685789
1,111,1,P8,SAP,1933.874939,1634.921509,0.57385,0.685789
1,111,1,P9,SMP,1917.764954,1634.921509,0.56907,0.685789
1,111,1,P10,SAP,1901.714905,1634.712219,0.564307,0.685701
1,111,1,P11,SAP,1884.764954,1634.862244,0.559277,0.685764
1,111,1,P12,SAP,1870.034851,1634.802246,0.554906,0.685739
1,111,1,P13,SAP,1853.054871,1634.802246,0.549868,0.685739
1,111,1,P14,SAP,1838.264954,1634.832214,0.545479,0.685752
1,111,1,P15,SAP,1823.444885,1634.772217,0.541082,0.685727
1,111,1,P16,SAP,1810.694885,1634.712219,0.537298,0.685701
1,111,1,P17,SAPEND,1800.07489,1634.712219,0.534147,0.685701
1,111,2,P1,SAPEND,1794.5849,1634.861511,0.532518,0.685764
1,111,2,P2,SAP,1783.934875,1634.831543,0.529358,0.685751
1,111,2,P3,SAP,1771.214905,1634.861511,0.525583,0.685764
1,111,2,P4,SAP,1756.3349,1634.891479,0.521168,0.685777
1,111,2,P5,SAP,1741.57489,1634.861511,0.516788,0.685764
1,111,2,P6,SAP,1724.684875,1634.861511,0.511776,0.685764
1,111,2,P7,SAP,1709.804871,1634.891479,0.50736,0.685777
1,111,2,P8,SAP,1692.974915,1634.861511,0.502366,0.685764
1,111,2,P9,SMP,1676.894958,1634.831543,0.497595,0.685751
1,111,2,P10,SAP,1660.754944,1634.712219,0.492806,0.685701
1,111,2,P11,SAP,1643.894958,1634.832214,0.487803,0.685752
1,111,2,P12,SAP,1629.134949,1634.772217,0.483423,0.685727
1,111,2,P13,SAP,1612.184875,1634.772217,0.478393,0.685727
1,111,2,P14,SAP,1597.364929,1634.772217,0.473996,0.685727
1,111,2,P15,SAP,1582.544861,1634.772217,0.469598,0.685727
1,111,2,P16,SAP,1569.82489,1634.772217,0.465823,0.685727
1,111,2,P17,SAPEND,1559.174866,1634.802246,0.462663,0.685739
1,112,1,P1,SAPE,2030.954895,1627.781494,0.602657,0.682794
1,112,1,P2,SAPE,2020.3349,1627.811523,0.599506,0.682807
1,112,1,P3,SAP,2007.5849,1627.811523,0.595723,0.682807
1,112,1,P4,SAP,1992.764954,1627.811523,0.591325,0.682807
1,112,1,P5,SAP,1977.944885,1627.841553,0.586927,0.682819
1,112,1,P6,SAP,1961.0849,1627.811523,0.581924,0.682807
1,112,1,P7,SAP,1946.204895,1627.841553,0.577509,0.682819
1,112,1,P8,SAP,1929.374939,1627.871521,0.572515,0.682832
1,112,1,P9,SMP,1913.264954,1627.841553,0.567734,0.682819
1,112,1,P10,SAP,1897.214905,1627.662231,0.562972,0.682744
1,112,1,P11,SAP,1880.264954,1627.782227,0.557942,0.682795
1,112,1,P12,SAP,1865.534851,1627.722229,0.553571,0.682769
1,112,1,P13,SAP,1848.554871,1627.722229,0.548533,0.682769
1,112,1,P14,SAP,1833.764954,1627.752197,0.544144,0.682782
1,112,1,P15,SAP,1818.944885,1627.6922,0.539746,0.682757
1,112,1,P16,SAP,1806.194885,1627.662231,0.535963,0.682744
1,112,1,P17,SAPEND,1795.604919,1627.662231,0.53282,0.682744
1,112,2,P1,SAPEND,1790.0849,1627.811523,0.531182,0.682807
1,112,2,P2,SAP,1779.434875,1627.751526,0.528022,0.682782
1,112,2,P3,SAP,1766.714905,1627.781494,0.524248,0.682794
1,112,2,P4,SAP,1751.8349,1627.811523,0.519832,0.682807
1,112,2,P5,SAP,1737.07489,1627.781494,0.515452,0.682794
1,112,2,P6,SAP,1720.184875,1627.781494,0.510441,0.682794
1,112,2,P7,SAP,1705.3349,1627.811523,0.506034,0.682807
1,112,2,P8,SAP,1688.474915,1627.781494,0.501031,0.682794
1,112,2,P9,SMP,1672.394958,1627.751526,0.49626,0.682782
1,112,2,P10,SAP,1656.284851,1627.632202,0.491479,0.682732
1,112,2,P11,SAP,1639.424866,1627.752197,0.486476,0.682782
1,112,2,P12,SAP,1624.634949,1627.6922,0.482088,0.682757
1,112,2,P13,SAP,1607.714905,1627.6922,0.477067,0.682757
1,112,2,P14,SAP,1592.864929,1627.6922,0.47266,0.682757
1,112,2,P15,SAP,1578.044861,1627.6922,0.468263,0.682757
1,112,2,P16,SAP,1565.32489,1627.722229,0.464488,0.682769
1,112,2,P17,SAPEND,1554.674866,1627.722229,0.461328,0.682769
1,113,1,P1,SAPE,2026.484924,1620.731567,0.601331,0.679837
1,113,1,P2,SAPE,2015.8349,1620.761536,0.598171,0.67985
1,113,1,P3,SAP,2003.114929,1620.731567,0.594396,0.679837
1,113,1,P4,SAP,1988.264954,1620.761536,0.58999,0.67985
1,113,1,P5,SAP,1973.444885,1620.761536,0.585592,0.67985
1,113,1,P6,SAP,1956.5849,1620.761536,0.580589,0.67985
1,113,1,P7,SAP,1941.704895,1620.791504,0.576174,0.679862
1,113,1,P8,SAP,1924.874939,1620.791504,0.57118,0.679862
1,113,1,P9,SMP,1908.764954,1620.791504,0.566399,0.679862
1,113,1,P10,SAP,1892.714905,1620.582214,0.561636,0.679774
1,113,1,P11,SAP,1875.764954,1620.702209,0.556607,0.679825
1,113,1,P12,SAP,1861.034851,1620.642212,0.552236,0.6798
1,113,1,P13,SAP,1844.0849,1620.642212,0.547206,0.6798
1,113,1,P14,SAP,1829.264954,1620.672241,0.542809,0.679812
1,113,1,P15,SAP,1814.444885,1620.612244,0.538411,0.679787
1,113,1,P16,SAP,1801.724915,1620.582214,0.534636,0.679774
1,113,1,P17,SAPEND,1791.104919,1620.582214,0.531485,0.679774
1,113,2,P1,SAPEND,1785.5849,1620.731567,0.529847,0.679837
1,113,2,P2,SAP,1774.934875,1620.701538,0.526687,0.679824
1,113,2,P3,SAP,1762.214905,1620.731567,0.522912,0.679837
1,113,2,P4,SAP,1747.3349,1620.731567,0.518497,0.679837
1,113,2,P5,SAP,1732.604919,1620.731567,0.514126,0.679837
1,113,2,P6,SAP,1715.684875,1620.731567,0.509105,0.679837
1,113,2,P7,SAP,1700.8349,1620.731567,0.504699,0.679837
1,113,2,P8,SAP,1683.974915,1620.731567,0.499696,0.679837
1,113,2,P9,SMP,1667.894958,1620.701538,0.494924,0.679824
1,113,2,P10,SAP,1651.784851,1620.582214,0.490144,0.679774
1,113,2,P11,SAP,1634.924866,1620.702209,0.485141,0.679825
1,113,2,P12,SAP,1620.134949,1620.612244,0.480752,0.679787
1,113,2,P13,SAP,1603.214905,1620.612244,0.475731,0.679787
1,113,2,P14,SAP,1588.364929,1620.642212,0.471325,0.6798
1,113,2,P15,SAP,1573.544861,1620.642212,0.466927,0.6798
1,113,2,P16,SAP,1560.82489,1620.642212,0.463153,0.6798
1,113,2,P17,SAPEND,1550.174866,1620.642212,0.459993,0.6798
1,114,1,P1,SAPE,2021.984924,1613.651489,0.599996,0.676867
1,114,1,P2,SAPE,2011.3349,1613.681519,0.596835,0.67688
1,114,1,P3,SAP,1998.614929,1613.651489,0.593061,0.676867
1,114,1,P4,SAP,1983.764954,1613.681519,0.588654,0.67688
1,114,1,P5,SAP,1968.944885,1613.681519,0.584257,0.67688
1,114,1,P6,SAP,1952.114929,1613.681519,0.579263,0.67688
1,114,1,P7,SAP,1937.204895,1613.711548,0.574838,0.676892
1,114,1,P8,SAP,1920.374939,1613.711548,0.569844,0.676892
1,114,1,P9,SMP,1904.264954,1613.711548,0.565064,0.676892
1,114,1,P10,SAP,1888.214905,1613.502197,0.560301,0.676805
1,114,1,P11,SAP,1871.294861,1613.652222,0.55528,0.676868
1,114,1,P12,SAP,1856.534851,1613.592224,0.550901,0.676842
1,114,1,P13,SAP,1839.5849,1613.592224,0.545871,0.676842
1,114,1,P14,SAP,1824.764954,1613.622253,0.541473,0.676855
1,114,1,P15,SAP,1809.974915,1613.562256,0.537085,0.67683
1,114,1,P16,SAP,1797.224915,1613.502197,0.533301,0.676805
1,114,1,P17,SAPEND,1786.604919,1613.502197,0.53015,0.676805
1,114,2,P1,SAPEND,1781.114929,1613.651489,0.528521,0.676867
1,114,2,P2,SAP,1770.464905,1613.621521,0.525361,0.676855
1,114,2,P3,SAP,1757.714905,1613.651489,0.521577,0.676867
1,114,2,P4,SAP,1742.8349,1613.681519,0.517162,0.67688
1,114,2,P5,SAP,1728.104919,1613.651489,0.512791,0.676867
1,114,2,P6,SAP,1711.214905,1613.651489,0.507779,0.676867
1,114,2,P7,SAP,1696.3349,1613.681519,0.503363,0.67688
1,114,2,P8,SAP,1679.474915,1613.651489,0.498361,0.676867
1,114,2,P9,SMP,1663.424866,1613.621521,0.493598,0.676855
1,114,2,P10,SAP,1647.284851,1613.502197,0.488809,0.676805
1,114,2,P11,SAP,1630.424866,1613.622253,0.483806,0.676855
1,114,2,P12,SAP,1615.634949,1613.562256,0.479417,0.67683
1,114,2,P13,SAP,1598.714905,1613.562256,0.474396,0.67683
1,114,2,P14,SAP,1583.864929,1613.562256,0.46999,0.67683
1,114,2,P15,SAP,1569.044861,1613.562256,0.465592,0.67683
1,114,2,P16,SAP,1556.32489,1613.562256,0.461817,0.67683
1,114,2,P17,SAPEND,1545.704895,1613.592224,0.458666,0.676842
1,115,1,P1,SAPE,2017.484924,1606.601562,0.59866,0.67391
1,115,1,P2,SAPE,2006.8349,1606.601562,0.5955,0.67391
1,115,1,P3,SAP,1994.114929,1606.601562,0.591725,0.67391
1,115,1,P4,SAP,1979.264954,1606.601562,0.587319,0.67391
1,115,1,P5,SAP,1964.444885,1606.631531,0.582921,0.673923
1,115,1,P6,SAP,1947.614929,1606.601562,0.577927,0.67391
1,115,1,P7,SAP,1932.704895,1606.631531,0.573503,0.673923
1,115,1,P8,SAP,1915.904846,1606.661499,0.568518,0.673935
1,115,1,P9,SMP,1899.764954,1606.631531,0.563728,0.673923
1,115,1,P10,SAP,1883.714905,1606.452209,0.558966,0.673847
1,115,1,P11,SAP,1866.794861,1606.572205,0.553945,0.673898
1,115,1,P12,SAP,1852.06488,1606.512207,0.549574,0.673873
1,115,1,P13,SAP,1835.0849,1606.512207,0.544536,0.673873
1,115,1,P14,SAP,1820.264954,1606.542236,0.540138,0.673885
1,115,1,P15,SAP,1805.474915,1606.482239,0.535749,0.67386
1,115,1,P16,SAP,1792.724915,1606.452209,0.531966,0.673847
1,115,1,P17,SAPEND,1782.104919,1606.452209,0.528815,0.673847
1,115,2,P1,SAPEND,1776.614929,1606.601562,0.527185,0.67391
1,115,2,P2,SAP,1765.964905,1606.541504,0.524025,0.673885
1,115,2,P3,SAP,1753.214905,1606.571533,0.520242,0.673897
1,115,2,P4,SAP,1738.3349,1606.601562,0.515826,0.67391
1,115,2,P5,SAP,1723.604919,1606.571533,0.511455,0.673897
1,115,2,P6,SAP,1706.714905,1606.571533,0.506444,0.673897
1,115,2,P7,SAP,1691.8349,1606.601562,0.502028,0.67391
1,115,2,P8,SAP,1674.974915,1606.571533,0.497025,0.673897
1,115,2,P9,SMP,1658.924866,1606.541504,0.492263,0.673885
1,115,2,P10,SAP,1642.784851,1606.422241,0.487473,0.673835
1,115,2,P11,SAP,1625.924866,1606.542236,0.48247,0.673885
1,115,2,P12,SAP,1611.134949,1606.482239,0.478082,0.67386
1,115,2,P13,SAP,1594.214905,1606.482239,0.473061,0.67386
1,115,2,P14,SAP,1579.364929,1606.482239,0.468654,0.67386
1,115,2,P15,SAP,1564.544861,1606.482239,0.464257,0.67386
1,115,2,P16,SAP,1551.82489,1606.512207,0.460482,0.673873
1,115,2,P17,SAPEND,1541.204895,1606.512207,0.457331,0.673873
1,116,1,P1,SAPE,2012.984924,1599.521484,0.597325,0.67094
1,116,1,P2,SAPE,2002.364929,1599.551514,0.594174,0.670953
1,116,1,P3,SAP,1989.614929,1599.521484,0.59039,0.67094
1,116,1,P4,SAP,1974.764954,1599.551514,0.585984,0.670953
1,116,1,P5,SAP,1959.974915,1599.551514,0.581595,0.670953
1,116,1,P6,SAP,1943.114929,1599.551514,0.576592,0.670953
1,116,1,P7,SAP,1928.234924,1599.581543,0.572177,0.670965
1,116,1,P8,SAP,1911.404846,1599.581543,0.567182,0.670965
1,116,1,P9,SMP,1895.264954,1599.581543,0.562393,0.670965
1,116,1,P10,SAP,1879.214905,1599.372253,0.557631,0.670878
1,116,1,P11,SAP,1862.294861,1599.492249,0.55261,0.670928
1,116,1,P12,SAP,1847.56488,1599.432251,0.548239,0.670903
1,116,1,P13,SAP,1830.5849,1599.432251,0.5432,0.670903
1,116,1,P14,SAP,1815.794861,1599.462219,0.538812,0.670915
1,116,1,P15,SAP,1800.974915,1599.402222,0.534414,0.67089
1,116,1,P16,SAP,1788.224915,1599.372253,0.530631,0.670878
1,116,1,P17,SAPEND,1777.604919,1599.372253,0.527479,0.670878
1,116,2,P1,SAPEND,1772.114929,1599.521484,0.52585,0.67094
1,116,2,P2,SAP,1761.464905,1599.491516,0.52269,0.670928
1,116,2,P3,SAP,1748.714905,1599.521484,0.518906,0.67094
1,116,2,P4,SAP,1733.8349,1599.521484,0.514491,0.67094
1,116,2,P5,SAP,1719.104919,1599.521484,0.51012,0.67094
1,116,2,P6,SAP,1702.214905,1599.521484,0.505108,0.67094
1,116,2,P7,SAP,1687.3349,1599.521484,0.500693,0.67094
1,116,2,P8,SAP,1670.474915,1599.521484,0.49569,0.67094
1,116,2,P9,SMP,1654.424866,1599.491516,0.490927,0.670928
1,116,2,P10,SAP,1638.284851,1599.372253,0.486138,0.670878
1,116,2,P11,SAP,1621.424866,1599.492249,0.481135,0.670928
1,116,2,P12,SAP,1606.634949,1599.402222,0.476746,0.67089
1,116,2,P13,SAP,1589.714905,1599.402222,0.471725,0.67089
1,116,2,P14,SAP,1574.894958,1599.432251,0.467328,0.670903
1,116,2,P15,SAP,1560.07489,1599.432251,0.46293,0.670903
1,116,2,P16,SAP,1547.32489,1599.432251,0.459147,0.670903
1,116,2,P17,SAPEND,1536.704895,1599.432251,0.455996,0.670903
1,117,1,P1,SAPE,2008.484924,1592.441528,0.59599,0.66797
1,117,1,P2,SAPE,1997.864929,1592.471558,0.592838,0.667983
1,117,1,P3,SAP,1985.114929,1592.441528,0.589055,0.66797
1,117,1,P4,SAP,1970.264954,1592.471558,0.584648,0.667983
1,117,1,P5,SAP,1955.474915,1592.471558,0.58026,0.667983
1,117,1,P6,SAP,1938.614929,1592.471558,0.575257,0.667983
1,117,1,P7,SAP,1923.734924,1592.501526,0.570841,0.667996
1,117,1,P8,SAP,1906.904846,1592.501526,0.565847,0.667996
1,117,1,P9,SMP,1890.764954,1592.501526,0.561058,0.667996
1,117,1,P10,SAP,1874.714905,1592.292236,0.556295,0.667908
1,117,1,P11,SAP,1857.794861,1592.4422,0.551274,0.667971
1,117,1,P12,SAP,1843.06488,1592.382202,0.546904,0.667946
1,117,1,P13,SAP,1826.0849,1592.382202,0.541865,0.667946
1,117,1,P14,SAP,1811.294861,1592.412231,0.537476,0.667958
1,117,1,P15,SAP,1796.474915,1592.352234,0.533079,0.667933
1,117,1,P16,SAP,1783.724915,1592.292236,0.529295,0.667908
1,117,1,P17,SAPEND,1773.104919,1592.292236,0.526144,0.667908
1,117,2,P1,SAPEND,1767.614929,1592.441528,0.524515,0.66797
1,117,2,P2,SAP,1756.964905,1592.411499,0.521355,0.667958
1,117,2,P3,SAP,1744.214905,1592.441528,0.517571,0.66797
1,117,2,P4,SAP,1729.3349,1592.471558,0.513156,0.667983
1,117,2,P5,SAP,1714.604919,1592.441528,0.508785,0.66797
1,117,2,P6,SAP,1697.714905,1592.441528,0.503773,0.66797
1,117,2,P7,SAP,1682.8349,1592.471558,0.499358,0.667983
1,117,2,P8,SAP,1666.004944,1592.441528,0.494363,0.66797
1,117,2,P9,SMP,1649.924866,1592.411499,0.489592,0.667958
1,117,2,P10,SAP,1633.784851,1592.292236,0.484803,0.667908
1,117,2,P11,SAP,1616.924866,1592.412231,0.4798,0.667958
1,117,2,P12,SAP,1602.164856,1592.352234,0.47542,0.667933
1,117,2,P13,SAP,1585.214905,1592.352234,0.47039,0.667933
1,117,2,P14,SAP,1570.394958,1592.352234,0.465993,0.667933
1,117,2,P15,SAP,1555.57489,1592.352234,0.461595,0.667933
1,117,2,P16,SAP,1542.82489,1592.352234,0.457812,0.667933
1,117,2,P17,SAPEND,1532.204895,1592.382202,0.45466,0.667946
1,118,1,P1,SAPE,2003.984924,1585.391479,0.594654,0.665013
1,118,1,P2,SAPE,1993.364929,1585.391479,0.591503,0.665013
1,118,1,P3,SAP,1980.614929,1585.391479,0.58772,0.665013
1,118,1,P4,SAP,1965.794861,1585.391479,0.583322,0.665013
1,118,1,P5,SAP,1950.974915,1585.421509,0.578924,0.665026
1,118,1,P6,SAP,1934.114929,1585.391479,0.573921,0.665013
1,118,1,P7,SAP,1919.234924,1585.421509,0.569506,0.665026
1,118,1,P8,SAP,1902.404846,1585.451538,0.564512,0.665038
1,118,1,P9,SMP,1886.294861,1585.421509,0.559731,0.665026
1,118,1,P10,SAP,1870.214905,1585.242249,0.55496,0.664951
1,118,1,P11,SAP,1853.294861,1585.362244,0.549939,0.665001
1,118,1,P12,SAP,1838.56488,1585.302246,0.545568,0.664976
1,118,1,P13,SAP,1821.5849,1585.302246,0.54053,0.664976
1,118,1,P14,SAP,1806.794861,1585.332214,0.536141,0.664988
1,118,1,P15,SAP,1791.974915,1585.272217,0.531743,0.664963
1,118,1,P16,SAP,1779.224915,1585.242249,0.52796,0.664951
1,118,1,P17,SAPEND,1768.604919,1585.242249,0.524809,0.664951
1,118,2,P1,SAPEND,1763.114929,1585.391479,0.52318,0.665013
1,118,2,P2,SAP,1752.464905,1585.331543,0.520019,0.664988
1,118,2,P3,SAP,1739.744934,1585.361511,0.516245,0.665001
1,118,2,P4,SAP,1724.864929,1585.391479,0.511829,0.665013
1,118,2,P5,SAP,1710.104919,1585.391479,0.50745,0.665013
1,118,2,P6,SAP,1693.214905,1585.361511,0.502438,0.665001
1,118,2,P7,SAP,1678.3349,1585.391479,0.498022,0.665013
1,118,2,P8,SAP,1661.504944,1585.361511,0.493028,0.665001
1,118,2,P9,SMP,1645.424866,1585.331543,0.488257,0.664988
1,118,2,P10,SAP,1629.284851,1585.212219,0.483467,0.664938
1,118,2,P11,SAP,1612.424866,1585.332214,0.478464,0.664988
1,118,2,P12,SAP,1597.664856,1585.272217,0.474085,0.664963
1,118,2,P13,SAP,1580.714905,1585.272217,0.469055,0.664963
1,118,2,P14,SAP,1565.894958,1585.272217,0.464657,0.664963
1,118,2,P15,SAP,1551.07489,1585.272217,0.46026,0.664963
1,118,2,P16,SAP,1538.354919,1585.302246,0.456485,0.664976
1,118,2,P17,SAPEND,1527.704895,1585.302246,0.453325,0.664976
1,119,1,P1,SAPE,1999.484924,1578.311523,0.593319,0.662043
1,119,1,P2,SAPE,1988.864929,1578.341553,0.590168,0.662056
1,119,1,P3,SAP,1976.114929,1578.311523,0.586384,0.662043
1,119,1,P4,SAP,1961.294861,1578.341553,0.581987,0.662056
1,119,1,P5,SAP,1946.474915,1578.341553,0.577589,0.662056
1,119,1,P6,SAP,1929.614929,1578.341553,0.572586,0.662056
1,119,1,P7,SAP,1914.734924,1578.371521,0.568171,0.662069
1,119,1,P8,SAP,1897.904846,1578.371521,0.563177,0.662069
1,119,1,P9,SMP,1881.794861,1578.371521,0.558396,0.662069
1,119,1,P10,SAP,1865.744934,1578.162231,0.553634,0.661981
1,119,1,P11,SAP,1848.794861,1578.282227,0.548604,0.662031
1,119,1,P12,SAP,1834.06488,1578.222229,0.544233,0.662006
1,119,1,P13,SAP,1817.0849,1578.222229,0.539194,0.662006
1,119,1,P14,SAP,1802.294861,1578.252197,0.534806,0.662019
1,119,1,P15,SAP,1787.474915,1578.1922,0.530408,0.661993
1,119,1,P16,SAP,1774.724915,1578.162231,0.526625,0.661981
1,119,1,P17,SAPEND,1764.104919,1578.162231,0.523473,0.661981
1,119,2,P1,SAPEND,1758.614929,1578.311523,0.521844,0.662043
1,119,2,P2,SAP,1747.964905,1578.281494,0.518684,0.662031
1,119,2,P3,SAP,1735.244934,1578.311523,0.514909,0.662043
1,119,2,P4,SAP,1720.364929,1578.311523,0.510494,0.662043
1,119,2,P5,SAP,1705.604919,1578.311523,0.506114,0.662043
1,119,2,P6,SAP,1688.714905,1578.311523,0.501102,0.662043
1,119,2,P7,SAP,1673.864929,1578.311523,0.496696,0.662043
1,119,2,P8,SAP,1657.004944,1578.311523,0.491693,0.662043
1,119,2,P9,SMP,1640.924866,1578.281494,0.486921,0.662031
1,119,2,P10,SAP,1624.81488,1578.162231,0.482141,0.661981
1,119,2,P11,SAP,1607.954895,1578.282227,0.477138,0.662031
1,119,2,P12,SAP,1593.164856,1578.1922,0.472749,0.661993
1,119,2,P13,SAP,1576.244934,1578.1922,0.467728,0.661993
1,119,2,P14,SAP,1561.394958,1578.222229,0.463322,0.662006
1,119,2,P15,SAP,1546.57489,1578.222229,0.458924,0.662006
1,119,2,P16,SAP,1533.854919,1578.222229,0.45515,0.662006
1,119,2,P17,SAPEND,1523.204895,1578.222229,0.45199,0.662006
1,120,1,P1,SAPE,1995.014954,1571.231567,0.591993,0.659074
1,120,1,P2,SAPE,1984.364929,1571.261536,0.588832,0.659086
1,120,1,P3,SAP,1971.614929,1571.231567,0.585049,0.659074
1,120,1,P4,SAP,1956.794861,1571.261536,0.580651,0.659086
1,120,1,P5,SAP,1941.974915,1571.261536,0.576254,0.659086
