symbol_id,shape,x,y,x_rel,y_rel,hits
P1548,circle,6560.0,4135.0,0.69521,0.619476,1
P1549,circle,1869.0,4138.0,0.198071,0.619925,1
P1550,circle,6442.0,4138.0,0.682705,0.619925,1
P1551,circle,4759.0,4139.0,0.504345,0.620075,1
P1552,circle,1928.0,4141.5,0.204324,0.620449,1
P1553,circle,6422.0,4145.0,0.680585,0.620974,1
P1554,circle,4739.0,4149.0,0.502226,0.621573,1
P1555,circle,6521.0,4150.0,0.691077,0.621723,1
P1556,circle,1908.0,4154.0,0.202204,0.622322,1
P1557,circle,1849.0,4155.0,0.195952,0.622472,1
P1558,circle,6501.0,4157.0,0.688957,0.622772,1
P1559,circle,6580.0,4158.0,0.697329,0.622921,1
P1560,circle,1888.5,4162.0,0.200138,0.623521,1
P1561,circle,6481.0,4164.5,0.686838,0.623895,1
P1562,circle,6560.0,4165.0,0.69521,0.62397,1
P1563,circle,6442.0,4173.0,0.682705,0.625169,1
P1564,circle,1869.0,4174.0,0.198071,0.625318,1
P1565,circle,6521.0,4180.0,0.691077,0.626217,1
P1566,circle,4759.0,4181.0,0.504345,0.626367,1
P1567,circle,6422.0,4181.0,0.680585,0.626367,1
P1568,diamond,6639.5,4182.5,0.703635,0.626592,2
P1569,circle,1928.0,4183.0,0.204324,0.626667,1
P1570,circle,6501.0,4187.0,0.688957,0.627266,1
P1571,circle,6581.25,4189.25,0.697462,0.627603,2
P1572,circle,4739.0,4190.0,0.502226,0.627715,1
P1573,diamond,6620.0,4190.0,0.701568,0.627715,2
P1574,circle,1849.0,4191.0,0.195952,0.627865,1
P1575,circle,6481.0,4194.0,0.686838,0.628315,1
P1576,circle,1908.0,4196.0,0.202204,0.628614,1
P1577,circle,6560.25,4196.75,0.695236,0.628727,2
P1578,circle,1888.5,4197.0,0.200138,0.628764,1
P1579,circle,6442.0,4209.0,0.682705,0.630562,1
P1580,circle,6640.0,4209.0,0.703688,0.630562,2
P1581,circle,6521.0,4209.5,0.691077,0.630637,1
P1582,circle,1869.0,4210.0,0.198071,0.630712,1
P1583,circle,4759.0,4216.0,0.504345,0.63161,1
P1584,circle,6422.0,4216.0,0.680585,0.63161,1
P1585,circle,6501.0,4217.0,0.688957,0.63176,1
P1586,circle,6620.0,4217.0,0.701568,0.63176,2
P1587,circle,1928.0,4219.0,0.204324,0.63206,1
P1588,circle,6481.0,4224.0,0.686838,0.632809,1
P1589,circle,4739.0,4226.0,0.502226,0.633109,1
P1590,circle,1849.0,4227.0,0.195952,0.633258,1
P1591,diamond,1888.5,4230.5,0.200138,0.633783,1
P1592,circle,1908.0,4231.0,0.202204,0.633858,1
P1593,circle,6442.0,4239.0,0.682705,0.635056,1
P1594,diamond,1868.5,4243.0,0.198018,0.635655,1
P1595,circle,6640.0,4245.0,0.703688,0.635955,2
P1596,circle,6422.0,4246.0,0.680585,0.636105,1
P1597,circle,4759.0,4252.0,0.504345,0.637004,1
P1598,circle,6620.0,4252.0,0.701568,0.637004,2
P1599,diamond,1849.0,4260.0,0.195952,0.638202,1
P1600,circle,1928.0,4260.0,0.204324,0.638202,1
P1601,circle,4739.0,4261.5,0.502226,0.638427,1
P1602,circle,1888.5,4264.0,0.200138,0.638801,1
P1603,circle,1908.0,4273.0,0.202204,0.64015,1
P1604,diamond,1787.0,4275.5,0.189381,0.640524,1
P1605,circle,6640.0,4281.0,0.703688,0.641348,2
P1606,circle,4759.0,4282.0,0.504345,0.641498,1
P1607,circle,6620.0,4288.0,0.701568,0.642397,2
P1608,circle,4739.0,4291.0,0.502226,0.642846,1
P1609,diamond,3710.0,4293.0,0.393175,0.643146,1
P1610,circle,1928.0,4296.0,0.204324,0.643596,1
P1611,circle,1888.5,4300.0,0.200138,0.644195,1
P1612,diamond,3690.0,4302.5,0.391056,0.644569,1
P1613,circle,1908.0,4308.0,0.202204,0.645393,1
P1614,circle,3710.0,4319.5,0.393175,0.647116,1
P1615,circle,6640.0,4322.0,0.703688,0.647491,2
P1616,diamond,6699.0,4325.5,0.709941,0.648015,2
P1617,circle,3690.0,4329.0,0.391056,0.648539,1
P1618,circle,6620.0,4329.0,0.701568,0.648539,2
P1619,diamond,6679.0,4332.5,0.707821,0.649064,2
P1620,circle,1888.5,4335.0,0.200138,0.649438,1
P1621,circle,1928.0,4337.0,0.204324,0.649738,1
P1622,circle,1908.0,4350.0,0.202204,0.651685,1
P1623,circle,6699.0,4352.0,0.709941,0.651985,2
P1624,circle,3710.0,4355.0,0.393175,0.652434,1
P1625,circle,6640.0,4358.0,0.703688,0.652884,2
P1626,circle,6679.0,4359.0,0.707821,0.653034,2
P1627,circle,1888.5,4367.5,0.200138,0.654307,2
P1628,circle,3690.0,4367.5,0.391056,0.654307,2
P1629,circle,6620.0,4367.5,0.701568,0.654307,4
P1630,diamond,1928.0,4372.0,0.204324,0.654981,2
P1631,diamond,1831.0,4378.25,0.194044,0.655918,2
P1632,diamond,1908.5,4383.5,0.202257,0.656704,2
P1633,circle,6699.0,4387.0,0.709941,0.657228,4
P1634,circle,3710.0,4391.0,0.393175,0.657828,2
P1635,circle,1888.5,4395.0,0.200138,0.658427,2
P1636,circle,6679.0,4395.0,0.707821,0.658427,4
P1637,circle,6640.0,4399.0,0.703688,0.659026,4
P1638,circle,3690.25,4400.0,0.391082,0.659176,2
P1639,circle,1928.0,4404.0,0.204324,0.659775,2
P1640,circle,6620.0,4407.0,0.701568,0.660225,4
P1641,circle,1908.0,4417.0,0.202204,0.661723,2
P1642,circle,6699.0,4423.0,0.709941,0.662622,4
P1643,circle,6679.0,4430.5,0.707821,0.663745,4
P1644,circle,3710.0,4432.0,0.393175,0.66397,2
P1645,circle,6640.0,4435.0,0.703688,0.664419,4
P1646,circle,3690.0,4442.0,0.391056,0.665468,2
P1647,circle,6620.0,4442.0,0.701568,0.665468,4
P1648,circle,1928.0,4446.0,0.204324,0.666067,2
P1649,circle,1908.0,4458.0,0.202204,0.667865,2
P1650,circle,6699.0,4464.5,0.709941,0.668839,4
P1651,circle,3710.0,4468.0,0.393175,0.669363,2
P1652,circle,6679.0,4472.0,0.707821,0.669963,4
P1653,circle,6640.0,4476.0,0.703688,0.670562,4
P1654,circle,3690.0,4477.5,0.391056,0.670787,2
P1655,circle,1928.0,4481.0,0.204324,0.671311,2
P1656,diamond,6719.0,4481.5,0.71206,0.671386,4
P1657,circle,6620.0,4484.0,0.701568,0.67176,4
P1658,circle,1908.0,4494.0,0.202204,0.673258,2
P1659,circle,6699.0,4500.0,0.709941,0.674157,4
P1660,diamond,1750.0,4505.5,0.18546,0.674981,2
P1661,diamond,1849.0,4507.5,0.195952,0.675281,2
P1662,diamond,1809.0,4508.0,0.191713,0.675356,2
P1663,circle,6679.0,4508.0,0.707821,0.675356,4
P1664,circle,6719.0,4508.0,0.71206,0.675356,4
P1665,diamond,1789.5,4508.5,0.189646,0.675431,2
P1666,diamond,1829.0,4508.5,0.193832,0.675431,2
P1667,circle,3710.0,4509.0,0.393175,0.675506,2
P1668,diamond,6639.5,4510.0,0.703635,0.675655,4
P1669,diamond,1730.0,4513.5,0.18334,0.67618,2
P1670,diamond,6619.5,4517.0,0.701515,0.676704,4
P1671,circle,3690.0,4519.0,0.391056,0.677004,2
P1672,circle,1928.0,4523.0,0.204324,0.677603,2
P1673,diamond,1691.0,4529.0,0.179207,0.678502,2
P1674,circle,1750.0,4532.0,0.18546,0.678951,2
P1675,circle,1849.0,4534.0,0.195952,0.679251,2
P1676,circle,1790.0,4535.0,0.189699,0.679401,2
P1677,circle,1809.0,4535.0,0.191713,0.679401,2
P1678,circle,1829.0,4535.0,0.193832,0.679401,2
P1679,circle,1908.0,4535.0,0.202204,0.679401,2
P1680,diamond,1671.0,4537.5,0.177088,0.679775,2
P1681,circle,6719.0,4538.0,0.71206,0.67985,4
P1682,circle,1730.0,4540.0,0.18334,0.68015,2
P1683,circle,6699.0,4542.0,0.709941,0.680449,4
P1684,circle,6640.0,4543.0,0.703688,0.680599,4
P1685,circle,3710.0,4545.0,0.393175,0.680899,2
P1686,circle,6679.0,4549.0,0.707821,0.681498,4
P1687,circle,6620.0,4551.0,0.701568,0.681798,4
P1688,circle,3690.0,4555.0,0.391056,0.682397,2
P1689,circle,1691.0,4556.0,0.179207,0.682547,2
P1690,circle,1928.0,4558.0,0.204324,0.682846,2
P1691,circle,1750.0,4562.0,0.18546,0.683446,2
P1692,circle,1671.0,4564.0,0.177088,0.683745,2
P1693,circle,1730.0,4570.0,0.18334,0.684644,2
P1694,circle,1809.0,4570.0,0.191713,0.684644,2
P1695,circle,1849.0,4570.0,0.195952,0.684644,2
P1696,circle,1829.0,4570.5,0.193832,0.684719,2
P1697,circle,1789.5,4571.0,0.189646,0.684794,2
P1698,circle,1908.0,4571.0,0.202204,0.684794,2
P1699,circle,6719.0,4573.5,0.71206,0.685169,4
P1700,circle,6699.0,4577.0,0.709941,0.685693,4
P1701,circle,6640.0,4585.0,0.703688,0.686891,4
P1702,circle,6679.0,4585.0,0.707821,0.686891,4
P1703,circle,1691.0,4586.0,0.179207,0.687041,2
P1704,circle,3710.0,4587.0,0.393175,0.687191,2
P1705,circle,6620.0,4592.0,0.701568,0.68794,4
P1706,circle,1671.0,4594.0,0.177088,0.68824,2
P1707,circle,3690.0,4596.0,0.391056,0.688539,2
P1708,circle,1750.0,4597.5,0.18546,0.688764,2
P1709,circle,1928.0,4600.0,0.204324,0.689139,2
P1710,circle,1849.0,4605.0,0.195952,0.689888,2
P1711,circle,1730.0,4606.0,0.18334,0.690037,2
P1712,circle,1789.5,4606.0,0.189646,0.690037,2
P1713,circle,1809.0,4606.0,0.191713,0.690037,2
P1714,circle,1829.0,4606.0,0.193832,0.690037,2
P1715,circle,6719.0,4609.0,0.71206,0.690487,4
P1716,circle,1908.0,4612.5,0.202204,0.691011,2
P1717,circle,6699.0,4619.0,0.709941,0.691985,4
P1718,diamond,3710.5,4620.0,0.393228,0.692135,2
P1719,circle,6640.0,4620.0,0.703688,0.692135,4
P1720,circle,1691.0,4621.0,0.179207,0.692285,2
P1721,circle,6679.0,4626.0,0.707821,0.693034,4
P1722,circle,6620.0,4628.0,0.701568,0.693333,4
P1723,circle,1671.0,4629.5,0.177088,0.693558,2
P1724,diamond,3690.0,4629.5,0.391056,0.693558,2
P1725,diamond,6739.0,4631.5,0.71418,0.693858,4
P1726,circle,1750.0,4633.0,0.18546,0.694082,2
P1727,diamond,6758.0,4633.5,0.716193,0.694157,4
P1728,circle,1928.0,4635.5,0.204324,0.694457,2
P1729,diamond,6738.5,4640.5,0.714127,0.695206,4
P1730,circle,1730.0,4641.5,0.18334,0.695356,2
P1731,diamond,6718.5,4642.5,0.712007,0.695506,4
P1732,circle,1849.0,4647.0,0.195952,0.69618,2
P1733,circle,1789.5,4648.0,0.189646,0.69633,2
P1734,circle,1809.0,4648.0,0.191713,0.69633,2
P1735,circle,1829.0,4648.0,0.193832,0.69633,2
P1736,circle,1908.0,4648.0,0.202204,0.69633,2
P1737,diamond,6699.0,4652.0,0.709941,0.696929,4
P1738,circle,3710.0,4653.0,0.393175,0.697079,2
P1739,circle,1691.0,4657.0,0.179207,0.697678,2
P1740,diamond,6679.5,4659.5,0.707874,0.698052,4
P1741,circle,6640.0,4662.0,0.703688,0.698427,4
P1742,circle,6758.0,4662.0,0.716193,0.698427,4
P1743,circle,3690.0,4663.0,0.391056,0.698577,2
P1744,circle,1671.0,4665.0,0.177088,0.698876,2
P1745,diamond,1750.0,4666.5,0.18546,0.699101,2
P1746,circle,6620.0,4669.0,0.701568,0.699476,4
P1747,circle,6739.0,4669.0,0.71418,0.699476,4
P1748,diamond,3116.0,4670.5,0.330225,0.6997,2
P1749,circle,1928.0,4671.0,0.204324,0.699775,2
P1750,diamond,3136.0,4671.5,0.332344,0.69985,2
P1751,diamond,1730.0,4675.0,0.18334,0.700375,2
P1752,circle,6719.0,4676.0,0.71206,0.700524,4
P1753,circle,1849.0,4682.5,0.195952,0.701498,2
P1754,circle,1789.5,4683.0,0.189646,0.701573,2
P1755,circle,1809.0,4683.0,0.191713,0.701573,2
P1756,circle,1829.0,4683.0,0.193832,0.701573,2
P1757,circle,1908.0,4684.0,0.202204,0.701723,2
P1758,circle,6699.0,4686.0,0.709941,0.702022,4
P1759,circle,3710.0,4689.0,0.393175,0.702472,2
P1760,diamond,1690.5,4690.5,0.179154,0.702697,2
P1761,circle,6679.0,4693.0,0.707821,0.703071,4
P1762,circle,3116.0,4697.0,0.330225,0.70367,2
P1763,circle,6640.0,4697.5,0.703688,0.703745,4
P1764,circle,3136.0,4697.75,0.332344,0.703783,2
P1765,circle,6758.0,4697.75,0.716193,0.703783,4
P1766,diamond,1670.5,4698.0,0.177035,0.70382,2
P1767,circle,3690.0,4698.25,0.391056,0.703858,2
P1768,diamond,1750.0,4699.25,0.18546,0.704007,2
P1769,diamond,1928.0,4700.0,0.204324,0.70412,2
P1770,diamond,6620.0,4703.0,0.701568,0.704569,4
P1771,diamond,6738.75,4703.0,0.714153,0.704569,4
P1772,diamond,1730.0,4705.25,0.18334,0.704906,2
P1773,circle,6719.0,4712.0,0.71206,0.705918,2
P1774,circle,1908.0,4714.0,0.202204,0.706217,1
P1775,diamond,1928.0,4719.5,0.204324,0.707041,1
P1776,circle,6699.0,4721.0,0.709941,0.707266,2
P1777,circle,1849.0,4724.0,0.195952,0.707715,1
P1778,circle,1790.0,4725.0,0.189699,0.707865,1
P1779,circle,1809.0,4725.0,0.191713,0.707865,1
P1780,circle,1829.0,4725.0,0.193832,0.707865,1
P1781,circle,3710.0,4725.0,0.393175,0.707865,1
P1782,circle,3116.0,4727.0,0.330225,0.708165,1
P1783,circle,3136.0,4728.0,0.332344,0.708315,1
P1784,circle,6679.0,4729.0,0.707821,0.708464,2
P1785,diamond,1908.0,4732.0,0.202204,0.708914,1
P1786,circle,3690.0,4734.0,0.391056,0.709213,1
P1787,circle,6758.0,4734.0,0.716193,0.709213,2
P1788,circle,1750.0,4736.0,0.18546,0.709513,1
P1789,circle,6639.5,4739.0,0.703635,0.709963,2
P1790,circle,6739.0,4740.5,0.71418,0.710187,2
P1791,circle,1730.0,4744.0,0.18334,0.710712,1
P1792,circle,1928.0,4746.0,0.204324,0.711011,1
P1793,circle,6620.0,4746.0,0.701568,0.711011,2
P1794,circle,6719.0,4747.0,0.71206,0.711161,2
P1795,circle,3710.0,4754.5,0.393175,0.712285,1
P1796,circle,6699.0,4757.0,0.709941,0.712659,2
P1797,diamond,1644.5,4758.0,0.174279,0.712809,1
P1798,circle,1908.0,4759.0,0.202204,0.712959,1
P1799,circle,1809.0,4760.0,0.191713,0.713109,1
P1800,circle,1849.0,4760.0,0.195952,0.713109,1
P1801,circle,1789.5,4760.5,0.189646,0.713184,1
P1802,circle,1829.0,4760.5,0.193832,0.713184,1
P1803,circle,3116.0,4762.5,0.330225,0.713483,1
P1804,circle,6758.0,4763.5,0.716193,0.713633,2
P1805,circle,3136.0,4764.0,0.332344,0.713708,1
P1806,circle,3690.0,4764.0,0.391056,0.713708,1
P1807,circle,6679.0,4764.0,0.707821,0.713708,2
P1808,diamond,1648.0,4766.5,0.17465,0.714082,1
P1809,circle,6739.0,4770.0,0.71418,0.714607,2
P1810,circle,1750.0,4771.0,0.18546,0.714757,1
P1811,circle,6640.0,4775.0,0.703688,0.715356,2
P1812,circle,6719.0,4777.0,0.71206,0.715655,2
P1813,circle,1730.0,4780.0,0.18334,0.716105,1
P1814,circle,1928.0,4782.0,0.204324,0.716404,1
P1815,circle,6620.0,4782.0,0.701568,0.716404,2
P1816,circle,3710.0,4784.0,0.393175,0.716704,1
P1817,circle,6699.0,4787.0,0.709941,0.717154,2
P1818,circle,6758.0,4793.0,0.716193,0.718052,2
P1819,circle,3690.0,4794.0,0.391056,0.718202,1
P1820,circle,6679.0,4794.0,0.707821,0.718202,2
P1821,circle,1908.0,4794.5,0.202204,0.718277,1
P1822,circle,3116.0,4798.0,0.330225,0.718801,1
P1823,circle,3136.0,4799.0,0.332344,0.718951,1
P1824,circle,6739.0,4800.0,0.71418,0.719101,2
P1825,circle,1750.0,4801.0,0.18546,0.719251,1
P1826,circle,1849.0,4801.0,0.195952,0.719251,1
P1827,circle,1789.5,4802.0,0.189646,0.719401,1
P1828,circle,1809.0,4802.0,0.191713,0.719401,1
P1829,circle,1829.0,4802.0,0.193832,0.719401,1
P1830,circle,6719.0,4807.0,0.71206,0.72015,2
P1831,circle,1730.0,4809.0,0.18334,0.720449,1
P1832,circle,6640.0,4810.0,0.703688,0.720599,2
P1833,diamond,2898.0,4813.0,0.307122,0.721049,1
P1834,diamond,2918.0,4814.0,0.309241,0.721199,1
P1835,circle,6699.0,4817.0,0.709941,0.721648,2
P1836,circle,1928.0,4817.5,0.204324,0.721723,1
P1837,circle,6620.0,4818.0,0.701568,0.721798,2
P1838,diamond,2898.0,4822.5,0.307122,0.722472,1
P1839,diamond,2918.0,4824.0,0.309241,0.722697,1
P1840,circle,6679.0,4824.0,0.707821,0.722697,2
P1841,circle,1908.0,4830.0,0.202204,0.723596,1
P1842,circle,1750.0,4831.0,0.18546,0.723745,1
P1843,diamond,3116.0,4831.5,0.330225,0.72382,1
P1844,diamond,3135.5,4833.0,0.332291,0.724045,1
P1845,diamond,1849.0,4834.5,0.195952,0.72427,1
P1846,diamond,1789.5,4835.5,0.189646,0.724419,1
P1847,diamond,1809.5,4835.5,0.191766,0.724419,1
P1848,diamond,1829.5,4835.5,0.193885,0.724419,1
P1849,circle,1730.0,4839.0,0.18334,0.724944,1
P1850,circle,6639.5,4840.0,0.703635,0.725094,2
P1851,circle,6620.0,4847.5,0.701568,0.726217,2
P1852,circle,2898.0,4851.0,0.307122,0.726742,1
P1853,circle,2918.0,4852.5,0.309241,0.726966,1
P1854,circle,1928.0,4859.0,0.204324,0.72794,1
P1855,circle,3116.0,4865.0,0.330225,0.728839,1
P1856,circle,3136.0,4866.0,0.332344,0.728989,1
P1857,circle,1849.0,4868.0,0.195952,0.729288,1
P1858,circle,1790.0,4869.0,0.189699,0.729438,1
P1859,circle,1809.0,4869.0,0.191713,0.729438,1
P1860,circle,1829.0,4869.0,0.193832,0.729438,1
P1861,circle,1908.0,4872.0,0.202204,0.729888,1
P1862,diamond,1693.0,4884.5,0.179419,0.73176,1
P1863,circle,2898.0,4887.0,0.307122,0.732135,1
P1864,circle,2918.0,4888.0,0.309241,0.732285,1
P1865,circle,1928.0,4895.0,0.204324,0.733333,1
P1866,circle,3116.0,4901.0,0.330225,0.734232,1
P1867,circle,3136.0,4902.0,0.332344,0.734382,1
P1868,circle,1790.0,4904.0,0.189699,0.734682,1
P1869,circle,1809.0,4904.0,0.191713,0.734682,1
P1870,circle,1908.0,4907.0,0.202204,0.735131,1
P1871,circle,1849.0,4909.5,0.195952,0.735506,1
P1872,circle,1829.0,4910.0,0.193832,0.735581,1
P1873,circle,2898.0,4922.5,0.307122,0.737453,1
P1874,circle,2918.0,4924.0,0.309241,0.737678,1
P1875,circle,1928.0,4936.0,0.204324,0.739476,1
P1876,circle,3116.0,4936.0,0.330225,0.739476,1
P1877,circle,3136.0,4938.0,0.332344,0.739775,1
P1878,circle,1789.5,4940.0,0.189646,0.740075,1
P1879,circle,1809.0,4940.0,0.191713,0.740075,1
P1880,circle,1849.0,4945.0,0.195952,0.740824,1
P1881,circle,1829.0,4946.0,0.193832,0.740974,1
P1882,circle,1908.0,4949.0,0.202204,0.741423,1
P1883,circle,2898.0,4952.0,0.307122,0.741873,1
P1884,circle,2918.0,4954.0,0.309241,0.742172,1
P1885,circle,3116.0,4966.0,0.330225,0.74397,1
P1886,circle,3136.0,4967.0,0.332344,0.74412,1
P1887,circle,1789.5,4970.0,0.189646,0.744569,1
P1888,circle,1809.0,4970.0,0.191713,0.744569,1
P1889,circle,1928.0,4972.0,0.204324,0.744869,1
P1890,diamond,2581.0,4979.0,0.273527,0.745918,1
P1891,diamond,2601.0,4980.5,0.275646,0.746142,1
P1892,circle,2898.0,4982.0,0.307122,0.746367,1
P1893,circle,2918.0,4983.5,0.309241,0.746592,1
P1894,other,1908.0,4984.0,0.202204,0.746667,1
P1895,circle,1849.0,4986.5,0.195952,0.747041,1
P1896,circle,1829.0,4987.0,0.193832,0.747116,1
P1897,circle,3116.0,4996.0,0.330225,0.748464,1
P1898,circle,3136.0,4997.0,0.332344,0.748614,1
P1899,circle,1790.0,5000.0,0.189699,0.749064,1
P1900,circle,1809.0,5000.0,0.191713,0.749064,1
P1901,circle,2581.0,5006.0,0.273527,0.749963,1
P1902,circle,2601.0,5007.0,0.275646,0.750112,1
P1903,circle,1928.0,5013.0,0.204324,0.751011,1
P1904,circle,1849.0,5022.0,0.195952,0.75236,1
P1905,circle,1829.0,5023.0,0.193832,0.752509,1
P1906,circle,1908.0,5026.0,0.202204,0.752959,1
P1907,circle,2581.0,5042.0,0.273527,0.755356,1
P1908,circle,2601.0,5043.0,0.275646,0.755506,1
P1909,diamond,1928.0,5047.0,0.204324,0.756105,1
P1910,diamond,1908.5,5059.5,0.202257,0.757978,1
P1911,circle,1849.0,5064.0,0.195952,0.758652,1
P1912,circle,1829.0,5065.0,0.193832,0.758801,1
P1913,circle,2581.0,5077.0,0.273527,0.760599,1
P1914,circle,2601.0,5078.5,0.275646,0.760824,1
P1915,circle,1928.0,5080.0,0.204324,0.761049,1
P1916,circle,1908.0,5093.0,0.202204,0.762996,1
P1917,circle,1849.0,5099.0,0.195952,0.763895,1
P1918,circle,1829.0,5100.0,0.193832,0.764045,1
P1919,circle,2581.0,5119.0,0.273527,0.766891,1
P1920,circle,2601.0,5120.0,0.275646,0.767041,1
P1921,circle,1928.0,5122.0,0.204324,0.767341,1
P1922,diamond,2363.5,5131.5,0.250477,0.768764,2
P1923,diamond,2344.0,5132.0,0.24841,0.768839,2
P1924,circle,1908.0,5134.0,0.202204,0.769139,1
P1925,circle,1849.0,5135.0,0.195952,0.769288,1
P1926,diamond,1772.25,5135.75,0.187818,0.769401,2
P1927,circle,1829.0,5136.0,0.193832,0.769438,1
P1928,circle,2581.0,5154.0,0.273527,0.772135,1
P1929,circle,2601.0,5156.0,0.275646,0.772434,1
P1930,circle,1928.0,5157.0,0.204324,0.772584,1
P1931,circle,2364.0,5158.0,0.25053,0.772734,2
P1932,circle,2344.0,5159.0,0.24841,0.772884,2
P1933,circle,1849.0,5165.0,0.195952,0.773783,1
P1934,circle,1829.0,5166.0,0.193832,0.773933,1
P1935,circle,1908.0,5170.0,0.202204,0.774532,1
P1936,diamond,1888.5,5184.5,0.200138,0.776704,1
P1937,circle,2344.0,5194.0,0.24841,0.778127,2
P1938,circle,2364.0,5194.0,0.25053,0.778127,2
P1939,circle,2581.0,5196.0,0.273527,0.778427,1
P1940,circle,2601.0,5197.0,0.275646,0.778577,1
P1941,circle,1928.0,5199.0,0.204324,0.778876,1
P1942,circle,1888.5,5211.0,0.200138,0.780674,1
P1943,circle,1908.0,5211.0,0.202204,0.780674,1
P1944,circle,2364.0,5229.0,0.25053,0.783371,2
P1945,circle,2344.0,5230.0,0.24841,0.783521,2
P1946,circle,2581.0,5231.5,0.273527,0.783745,1
P1947,circle,2601.0,5233.0,0.275646,0.78397,1
P1948,circle,1928.0,5234.0,0.204324,0.78412,1
P1949,diamond,2166.0,5240.0,0.229546,0.785019,1
P1950,circle,1888.5,5241.0,0.200138,0.785169,1
P1951,circle,1908.0,5247.0,0.202204,0.786067,1
P1952,diamond,2146.0,5255.5,0.227427,0.787341,1
P1953,circle,2166.0,5267.0,0.229546,0.789064,1
P1954,circle,2344.0,5271.0,0.24841,0.789663,2
P1955,circle,2364.0,5271.0,0.25053,0.789663,2
P1956,circle,2581.0,5273.0,0.273527,0.789963,1
P1957,circle,2601.0,5274.0,0.275646,0.790112,1
P1958,circle,1888.5,5276.0,0.200138,0.790412,1
P1959,circle,1928.0,5276.0,0.204324,0.790412,1
P1960,diamond,2106.0,5281.0,0.223188,0.791161,1
P1961,circle,2146.0,5282.0,0.227427,0.791311,1
P1962,circle,1908.0,5288.5,0.202204,0.792285,1
P1963,diamond,2086.5,5293.5,0.221121,0.793034,1
P1964,circle,2166.0,5302.0,0.229546,0.794307,1
P1965,diamond,2067.0,5306.0,0.219055,0.794906,1
P1966,diamond,2581.5,5306.5,0.27358,0.794981,1
P1967,circle,2106.0,5307.0,0.223188,0.795056,1
P1968,circle,2344.0,5307.0,0.24841,0.795056,2
P1969,circle,2364.0,5307.0,0.25053,0.795056,2
P1970,diamond,2601.5,5307.5,0.275699,0.795131,1
P1971,circle,1928.0,5311.5,0.204324,0.79573,1
P1972,circle,1888.5,5312.0,0.200138,0.795805,1
P1973,circle,2146.0,5318.0,0.227427,0.796704,1
P1974,diamond,2047.0,5318.5,0.216935,0.796779,1
P1975,circle,2086.5,5320.0,0.221121,0.797004,1
P1976,circle,1908.0,5324.0,0.202204,0.797603,1
P1977,diamond,2027.0,5331.5,0.214816,0.798727,1
P1978,circle,2067.0,5333.0,0.219055,0.798951,1
P1979,circle,2166.0,5338.0,0.229546,0.7997,1
P1980,circle,2581.0,5340.0,0.273527,0.8,1
P1981,circle,2601.0,5341.0,0.275646,0.80015,1
P1982,circle,2106.0,5343.0,0.223188,0.800449,1
P1983,diamond,2007.0,5343.5,0.212696,0.800524,1
P1984,circle,2047.0,5345.0,0.216935,0.800749,1
P1985,diamond,1888.5,5345.5,0.200138,0.800824,1
P1986,circle,1928.0,5347.0,0.204324,0.801049,1
P1987,circle,2364.0,5348.0,0.25053,0.801199,2
P1988,circle,2344.0,5348.5,0.24841,0.801273,2
P1989,circle,2146.0,5353.5,0.227427,0.802022,1
P1990,circle,2086.5,5356.0,0.221121,0.802397,1
P1991,circle,2027.0,5358.0,0.214816,0.802697,1
P1992,circle,1908.0,5360.0,0.202204,0.802996,1
P1993,circle,2067.0,5368.0,0.219055,0.804195,1
P1994,diamond,1968.0,5369.5,0.208563,0.804419,1
P1995,circle,2007.0,5370.0,0.212696,0.804494,1
P1996,circle,1928.0,5377.0,0.204324,0.805543,1
P1997,circle,2106.0,5379.0,0.223188,0.805843,1
P1998,circle,2166.0,5379.0,0.229546,0.805843,1
P1999,circle,2047.0,5381.0,0.216935,0.806142,1
P2000,circle,2581.0,5381.0,0.273527,0.806142,1
P2001,diamond,1948.0,5382.0,0.206443,0.806292,1
P2002,circle,2601.0,5383.0,0.275646,0.806442,1
P2003,circle,2344.0,5384.0,0.24841,0.806592,2
P2004,circle,2364.0,5384.0,0.25053,0.806592,2
P2005,circle,2027.0,5388.0,0.214816,0.807191,1
P2006,circle,1908.0,5390.0,0.202204,0.807491,1
P2007,circle,2086.5,5391.0,0.221121,0.80764,1
P2008,diamond,1853.0,5393.0,0.196376,0.80794,1
P2009,circle,2146.0,5395.0,0.227427,0.80824,1
P2010,circle,1968.0,5396.0,0.208563,0.80839,1
P2011,circle,2007.0,5400.0,0.212696,0.808989,1
P2012,circle,2067.0,5404.0,0.219055,0.809588,1
P2013,circle,1948.0,5409.0,0.206443,0.810337,1
P2014,circle,2166.0,5415.0,0.229546,0.811236,1
P2015,circle,2047.0,5416.5,0.216935,0.811461,1
P2016,circle,2581.0,5417.0,0.273527,0.811536,1
P2017,circle,2601.0,5418.0,0.275646,0.811685,1
P2018,circle,2106.0,5420.0,0.223188,0.811985,1
P2019,circle,2027.0,5423.0,0.214816,0.812434,1
P2020,circle,2364.0,5425.0,0.25053,0.812734,2
P2021,circle,1968.0,5426.0,0.208563,0.812884,1
P2022,circle,2344.0,5426.0,0.24841,0.812884,2
P2023,circle,2146.0,5431.0,0.227427,0.813633,1
P2024,circle,2086.5,5433.0,0.221121,0.813933,1
P2025,circle,2007.0,5436.0,0.212696,0.814382,1
P2026,circle,1948.0,5438.5,0.206443,0.814757,1
