symbol_id,shape,x,y,x_rel,y_rel,hits
P2027,circle,2067.0,5445.0,0.219055,0.81573,1
P2028,circle,2106.0,5456.0,0.223188,0.817378,1
P2029,circle,2166.0,5457.0,0.229546,0.817528,1
P2030,circle,2047.0,5458.0,0.216935,0.817678,1
P2031,circle,2581.0,5458.5,0.273527,0.817753,1
P2032,circle,2027.0,5459.0,0.214816,0.817828,1
P2033,diamond,2344.0,5459.0,0.24841,0.817828,2
P2034,diamond,2363.5,5459.5,0.250477,0.817903,2
P2035,circle,2601.0,5460.0,0.275646,0.817978,1
P2036,circle,1968.0,5462.0,0.208563,0.818277,1
P2037,circle,2086.0,5468.0,0.221068,0.819176,1
P2038,circle,2007.0,5471.5,0.212696,0.8197,1
P2039,circle,2146.0,5472.0,0.227427,0.819775,1
P2040,circle,1948.0,5474.0,0.206443,0.820075,1
P2041,circle,2067.0,5481.0,0.219055,0.821124,1
P2042,circle,2166.0,5492.0,0.229546,0.822772,1
P2043,circle,2364.0,5492.0,0.25053,0.822772,2
P2044,diamond,2027.0,5492.5,0.214816,0.822846,1
P2045,diamond,2344.0,5492.5,0.24841,0.822846,2
P2046,circle,2047.0,5494.0,0.216935,0.823071,1
P2047,circle,2581.0,5494.0,0.273527,0.823071,1
P2048,circle,2601.0,5495.0,0.275646,0.823221,1
P2049,circle,1968.0,5497.0,0.208563,0.823521,1
P2050,circle,2106.0,5497.0,0.223188,0.823521,1
P2051,diamond,2007.5,5505.0,0.212749,0.824719,1
P2052,circle,2146.0,5508.0,0.227427,0.825169,1
P2053,circle,1948.0,5510.0,0.206443,0.825468,1
P2054,circle,2086.5,5510.0,0.221121,0.825468,1
P2055,circle,2067.0,5522.5,0.219055,0.827341,1
P2056,circle,2027.0,5526.0,0.214816,0.827865,1
P2057,circle,2344.0,5528.0,0.24841,0.828165,2
P2058,circle,2364.0,5528.0,0.25053,0.828165,2
P2059,diamond,1967.5,5530.5,0.20851,0.828539,1
P2060,circle,2106.0,5533.0,0.223188,0.828914,1
P2061,circle,2166.0,5534.0,0.229546,0.829064,1
P2062,circle,2047.0,5535.0,0.216935,0.829213,1
P2063,circle,2581.0,5536.0,0.273527,0.829363,1
P2064,circle,2601.0,5537.0,0.275646,0.829513,1
P2065,circle,2007.0,5538.0,0.212696,0.829663,1
P2066,diamond,1948.0,5543.0,0.206443,0.830412,1
P2067,circle,2086.5,5546.0,0.221121,0.830861,1
P2068,circle,2146.0,5549.0,0.227427,0.831311,1
P2069,circle,2067.0,5558.0,0.219055,0.832659,1
P2070,circle,2027.0,5561.0,0.214816,0.833109,1
P2071,diamond,2365.0,5563.5,0.250636,0.833483,2
P2072,circle,2344.0,5564.0,0.24841,0.833558,2
P2073,diamond,2165.5,5567.5,0.229493,0.834082,1
P2074,circle,2047.0,5571.0,0.216935,0.834607,1
P2075,circle,2581.0,5571.0,0.273527,0.834607,1
P2076,circle,2601.0,5572.5,0.275646,0.834831,1
P2077,circle,2007.0,5574.0,0.212696,0.835056,1
P2078,circle,2106.0,5574.5,0.223188,0.835131,1
P2079,diamond,2146.0,5582.5,0.227427,0.83633,1
P2080,circle,2086.5,5587.0,0.221121,0.837004,1
P2081,diamond,2363.5,5594.0,0.250477,0.838052,2
P2082,diamond,2344.0,5596.0,0.24841,0.838352,2
P2083,circle,2027.0,5597.0,0.214816,0.838502,1
P2084,circle,2067.0,5600.0,0.219055,0.838951,1
P2085,circle,2166.0,5601.0,0.229546,0.839101,1
P2086,circle,2581.0,5607.0,0.273527,0.84,1
P2087,diamond,2106.5,5608.0,0.223241,0.84015,1
P2088,circle,2601.0,5608.0,0.275646,0.84015,1
P2089,circle,2007.0,5610.0,0.212696,0.840449,1
P2090,circle,2047.0,5612.0,0.216935,0.840749,1
P2091,circle,2146.0,5616.0,0.227427,0.841348,1
P2092,diamond,2086.5,5620.5,0.221121,0.842022,1
P2093,circle,2364.0,5623.0,0.25053,0.842397,2
P2094,circle,2344.0,5623.5,0.24841,0.842472,2
P2095,circle,2027.0,5627.0,0.214816,0.842996,1
P2096,diamond,2205.0,5630.0,0.23368,0.843446,2
P2097,diamond,2186.5,5631.25,0.231719,0.843633,2
P2098,diamond,2225.0,5631.5,0.235799,0.84367,2
P2099,diamond,2066.5,5633.0,0.219002,0.843895,1
P2100,circle,2581.0,5637.0,0.273527,0.844494,1
P2101,circle,2601.0,5638.0,0.275646,0.844644,1
P2102,circle,2007.0,5639.5,0.212696,0.844869,1
P2103,circle,2106.0,5641.0,0.223188,0.845094,1
P2104,circle,2166.0,5642.0,0.229546,0.845243,1
P2105,diamond,2047.0,5646.0,0.216935,0.845843,1
P2106,circle,2086.5,5654.0,0.221121,0.847041,1
P2107,circle,2027.0,5657.0,0.214816,0.847491,1
P2108,circle,2205.0,5657.0,0.23368,0.847491,2
P2109,circle,2146.0,5658.0,0.227427,0.84764,1
P2110,circle,2186.5,5658.0,0.231719,0.84764,2
P2111,circle,2225.0,5658.0,0.235799,0.84764,2
P2112,circle,2067.0,5666.5,0.219055,0.848914,1
P2113,circle,2007.0,5669.0,0.212696,0.849288,1
P2114,circle,2166.0,5678.0,0.229546,0.850637,1
P2115,circle,2047.0,5679.0,0.216935,0.850787,1
P2116,circle,2106.0,5683.0,0.223188,0.851386,1
P2117,circle,2205.0,5692.0,0.23368,0.852734,2
P2118,circle,2146.0,5693.0,0.227427,0.852884,1
P2119,circle,2186.5,5693.0,0.231719,0.852884,2
P2120,circle,2225.0,5693.5,0.235799,0.852959,2
P2121,circle,2086.5,5695.0,0.221121,0.853184,1
P2122,circle,2067.0,5702.0,0.219055,0.854232,1
P2123,circle,2047.0,5715.0,0.216935,0.85618,1
P2124,circle,2106.0,5718.5,0.223188,0.856704,1
P2125,circle,2166.0,5719.0,0.229546,0.856779,1
P2126,circle,2205.0,5728.0,0.23368,0.858127,2
P2127,circle,2186.5,5729.0,0.231719,0.858277,2
P2128,circle,2225.0,5729.0,0.235799,0.858277,2
P2129,circle,2086.5,5731.0,0.221121,0.858577,1
P2130,circle,2146.0,5735.0,0.227427,0.859176,1
P2131,circle,2067.0,5738.0,0.219055,0.859625,1
P2132,circle,2047.0,5750.0,0.216935,0.861423,1
P2133,circle,2166.0,5755.0,0.229546,0.862172,1
P2134,circle,2106.0,5760.0,0.223188,0.862921,1
P2135,circle,2067.0,5768.0,0.219055,0.86412,1
P2136,circle,2205.0,5769.0,0.23368,0.86427,2
P2137,circle,2146.0,5770.0,0.227427,0.864419,1
P2138,circle,2186.5,5770.5,0.231719,0.864494,2
P2139,circle,2225.0,5771.0,0.235799,0.864569,2
P2140,circle,2086.5,5772.5,0.221121,0.864794,1
P2141,circle,2047.0,5780.0,0.216935,0.865918,1
P2142,circle,2106.0,5795.5,0.223188,0.86824,1
P2143,circle,2166.0,5796.0,0.229546,0.868315,1
P2144,circle,2067.0,5797.5,0.219055,0.868539,1
P2145,circle,2205.0,5805.0,0.23368,0.869663,2
P2146,circle,2186.5,5806.0,0.231719,0.869813,2
P2147,circle,2225.0,5806.0,0.235799,0.869813,2
P2148,circle,2086.5,5808.0,0.221121,0.870112,1
P2149,circle,2047.0,5810.0,0.216935,0.870412,1
P2150,circle,2146.0,5812.0,0.227427,0.870712,1
P2151,circle,2166.0,5832.0,0.229546,0.873708,1
P2152,circle,2106.0,5837.0,0.223188,0.874457,1
P2153,circle,2205.0,5846.5,0.23368,0.87588,2
P2154,circle,2146.0,5847.5,0.227427,0.87603,1
P2155,circle,2186.5,5848.0,0.231719,0.876105,2
P2156,circle,2225.0,5848.0,0.235799,0.876105,2
P2157,circle,2086.5,5850.0,0.221121,0.876404,1
P2158,circle,2166.0,5868.0,0.229546,0.879101,1
P2159,circle,2106.0,5873.0,0.223188,0.87985,1
P2160,circle,2205.0,5882.0,0.23368,0.881199,2
P2161,circle,2146.0,5883.0,0.227427,0.881348,1
P2162,circle,2186.5,5883.0,0.231719,0.881348,2
P2163,circle,2225.0,5883.5,0.235799,0.881423,2
P2164,circle,2086.5,5885.0,0.221121,0.881648,1
P2165,circle,2166.0,5897.5,0.229546,0.883521,1
P2166,circle,2106.0,5908.0,0.223188,0.885094,1
P2167,circle,2146.0,5913.0,0.227427,0.885843,1
P2168,diamond,2166.0,5916.0,0.229546,0.886292,1
P2169,circle,2086.5,5921.0,0.221121,0.887041,1
P2170,circle,2205.0,5924.0,0.23368,0.887491,2
P2171,circle,2186.5,5925.0,0.231719,0.88764,2
P2172,circle,2225.0,5925.0,0.235799,0.88764,2
P2173,diamond,2146.0,5931.5,0.227427,0.888614,1
P2174,circle,2106.0,5938.0,0.223188,0.889588,1
P2175,diamond,2126.0,5942.5,0.225307,0.890262,1
P2176,circle,2166.0,5943.0,0.229546,0.890337,1
P2177,circle,2086.5,5951.0,0.221121,0.891536,1
P2178,diamond,2205.0,5957.0,0.23368,0.892434,2
P2179,circle,2146.0,5958.0,0.227427,0.892584,1
P2180,diamond,2187.0,5958.0,0.231772,0.892584,2
P2181,diamond,2225.0,5958.5,0.235799,0.892659,2
P2182,circle,2126.0,5969.0,0.225307,0.894232,1
P2183,circle,2166.0,5972.5,0.229546,0.894757,1
P2184,circle,2146.0,5988.0,0.227427,0.897079,1
P2185,circle,2205.0,5990.5,0.23368,0.897453,2
P2186,circle,2186.75,5992.0,0.231745,0.897678,2
P2187,circle,2225.0,5992.0,0.235799,0.897678,2
P2188,circle,2126.0,5999.0,0.225307,0.898727,1
P2189,circle,2166.0,6008.0,0.229546,0.900075,1
P2190,diamond,2048.75,6020.0,0.217121,0.901873,2
P2191,circle,2146.0,6024.0,0.227427,0.902472,1
P2192,circle,2186.5,6027.0,0.231719,0.902921,2
P2193,circle,2205.0,6032.0,0.23368,0.90367,2
P2194,circle,2225.0,6033.0,0.235799,0.90382,2
P2195,circle,2126.0,6035.0,0.225307,0.90412,1
P2196,circle,2166.0,6044.0,0.229546,0.905468,1
P2197,circle,2146.0,6059.0,0.227427,0.907715,1
P2198,circle,2186.5,6063.0,0.231719,0.908315,2
P2199,circle,2205.0,6068.0,0.23368,0.909064,2
P2200,circle,2225.0,6069.0,0.235799,0.909213,2
P2201,circle,2126.0,6070.5,0.225307,0.909438,1
P2202,diamond,2165.5,6077.5,0.229493,0.910487,1
P2203,diamond,2146.0,6093.0,0.227427,0.912809,1
P2204,circle,2186.5,6093.0,0.231719,0.912809,2
P2205,diamond,2126.0,6104.0,0.225307,0.914457,1
P2206,circle,2205.0,6109.0,0.23368,0.915206,2
P2207,circle,2225.0,6110.0,0.235799,0.915356,2
P2208,circle,2166.0,6111.0,0.229546,0.915506,1
P2209,circle,2186.75,6122.5,0.231745,0.917228,2
P2210,circle,2205.0,6145.0,0.23368,0.920599,2
P2211,diamond,2088.0,6145.5,0.22128,0.920674,1
P2212,circle,2166.0,6146.0,0.229546,0.920749,1
P2213,circle,2225.0,6146.0,0.235799,0.920749,2
P2214,circle,2166.0,6182.0,0.229546,0.926142,1
P2215,circle,2205.0,6186.0,0.23368,0.926742,2
P2216,circle,2225.0,6187.5,0.235799,0.926966,2
P2217,circle,2166.0,6212.0,0.229546,0.930637,1
P2218,circle,2205.0,6222.0,0.23368,0.932135,2
P2219,circle,2225.0,6223.0,0.235799,0.932285,2
P2220,circle,2166.0,6242.0,0.229546,0.935131,1
P2221,circle,2205.0,6257.5,0.23368,0.937453,2
P2222,circle,2225.0,6259.0,0.235799,0.937678,2
P2223,circle,2205.0,6287.0,0.23368,0.941873,2
P2224,circle,2225.0,6289.0,0.235799,0.942172,2
